Source,CreationDate,Author,LastSaved,LastSavedBy,BarcodeFinal,LabelPrefix,Crop,FieldStrip,ID2,Col-Row2,Col,Row2,ShoudKeep,isResidue,TotalGrain(g)+bag,TareBag(g),TotalGrain(g),Tota Biomass(g)+bag,TareBag(g),TotalBiomass(g),protein,moisture,starch,gluten,testWeight,tareWtSampleBag(g),NOTES,Notes2,Notes3
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_188_20-H,CF14GPWW,WW,,188,20-H,20,H,0,,,,1341,,,2199,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_188_20-H,CF14GPWW,WW,,188,20-H,20,H,0,,1365,20,1345,,,,10,8.2,75.2,26.4,53.4,,Starch outside limits,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_190_21-H,CF14GPSWGrn,SW,C1,190,21-H,21,H,0,,786,20,766,,,,11.4,6.5,69.3,26,53.6,,MOISTURE OUTSIDE LIMITS,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_191_22-H,CF14GPSWGrn,SW,C1,191,22-H,22,H,0,,691,20,671,,,,11.3,6.4,71.6,26.7,54.8,,MOISTURE OUTSIDE LIMITS,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_C2_192_23-H,GPHY14,GB,C2,192,23-H,23,H,0,,408,20,388,840,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_C2_192_23-H,GPHY14,GB,C2,192,23-H,23,H,0,,398,20,378,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_C2_192_23-H,GPHY14,GB,C2,192,23-H,23,H,0,,398,20,378,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx,41964.45069,Covered Storage,41964.50208,Covered Storage,GPHY14_SB_C3_193_24-H,GPHY14,SB,C3,193,24-H,24,H,0,,499,31,468,,,,12,11.8,63.4,,53,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_193_25-H,CF14GPWW,WW,,193,25-H,25,H,0,,,,,,,,,,,,,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_194_26-H,CF14GPWW,WW,,194,26-H,26,H,0,,,,560,,,,,,,,,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_194_26-H_RES,CF14GPWW,WW,,194,26-H,26,H,0,RES,,,,,,1285,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_194_26-H,CF14GPWW,WW,,194,26-H,26,H,0,,583,20,563,,,,12.4,8.1,66.7,33.1,46,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C5_196_27-H,CF14GPSWGrn,SW,C5,196,27-H,27,H,0,,772,20,752,,,,10.6,6.7,74.5,24.4,56.6,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C6_197_28-H,CF14GPSWGrn,SW,C6,197,28-H,28,H,0,,856,20,836,,,,10.6,6.7,72.7,23.5,56.5,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C6_198_29-H,CF14GPSWGrn,SW,C6,198,29-H,29,H,0,,492,25,467,,,,8.1,6.6,75.4,19.1,58.4,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,ORIGINAL SAMPLE BAG RIPPED
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C7_199_30-H,CF14GPSWGrn,SW,C7,199,30-H,30,H,0,,999,20,979,,,,10.4,6.6,74.9,24.4,60.4,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A1_200_7-I,GPHY14,GB,A1,200,7-I,7,I,0,,240,20,220,639,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_200_7-I,GPHY14,GB,A1,200,7-I,7,I,0,,230,20,210,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\PCFS A\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42165.61944,Covered Storage,GPHY14_GB_A1_200_7-I,GPHY14,GB,A1,200,7-I,7,I,0,,230,20,210,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A1_201_8-I,GPHY14,GB,A1,201,8-I,8,I,0,,211,20,191,589,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_201_8-I,GPHY14,GB,A1,201,8-I,8,I,0,,204,20,184,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_201_8-I,GPHY14,GB,A1,201,8-I,8,I,0,,204,20,184,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A2_202_9-I,GPHY14,GB,A2,202,9-I,9,I,0,,170,20,150,433,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A2_202_9-I,GPHY14,GB,A2,202,9-I,9,I,0,,181,20,161,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A2_202_9-I,GPHY14,GB,A2,202,9-I,9,I,0,,181,20,161,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A3_203_10-I,GPHY14,GB,A3,203,10-I,10,I,0,,212,20,192,697,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A3_203_10-I,GPHY14,GB,A3,203,10-I,10,I,0,,230,20,210,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A3_203_10-I,GPHY14,GB,A3,203,10-I,10,I,0,,230,20,210,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A4_204_11-I,GPHY14,GB,A4,204,11-I,11,I,0,,279,20,259,750,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A4_204_11-I,GPHY14,GB,A4,204,11-I,11,I,0,,301,20,281,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\PCFS A\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42165.61944,Covered Storage,GPHY14_GB_A4_204_11-I,GPHY14,GB,A4,204,11-I,11,I,0,,301,20,281,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A5_205_12-I,CF14GPSWGrn,SW,A5,205,12-I,12,I,0,,1302,20,1282,,,,10.4,7.6,72.5,25.4,59.5,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A6_206_13-I,CF14GPSWGrn,SW,A6,206,13-I,13,I,0,,951,20,931,,,,10.3,7.3,72.1,24.7,58.2,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A6_207_14-I,CF14GPSWGrn,SW,A6,207,14-I,14,I,0,,883,20,863,,,,10.7,7.5,72.7,25.2,58.6,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_207_15-I,CF14GPWW,WW,,207,15-I,15,I,0,,,,1155,,,2393,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_207_15-I,CF14GPWW,WW,,207,15-I,15,I,0,,1177,20,1157,,,,9.2,8.6,73,23.1,48.5,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_208_16-I,CF14GPWW,WW,,208,16-I,16,I,0,,,,1192,,,2116,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_208_16-I,CF14GPWW,WW,,208,16-I,16,I,0,,1216,20,1196,,,,9.2,9,71.8,23.5,51.1,,There is s small piece of tape on the bag; starch outside limit,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_209_17-I,CF14GPWW,WW,,209,17-I,17,I,0,,,,1067,,,2261,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_209_17-I,CF14GPWW,WW,,209,17-I,17,I,0,,1090,20,1070,,,,11.3,8.4,68.2,29.5,40.6,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_210_18-I,CF14GPWW,WW,,210,18-I,18,I,0,,,,1368,,,2548,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_210_18-I,CF14GPWW,WW,,210,18-I,18,I,0,,1393,20,1373,,,,10.5,8.4,71.7,27.5,46.6,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_211_19-I,CF14GPWW,WW,,211,19-I,19,I,0,,,,1364,,,2315,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_211_19-I,CF14GPWW,WW,,211,19-I,19,I,0,,1385,19,1366,,,,9.2,9,73.1,23.9,53.1,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_212_20-I,CF14GPWW,WW,,212,20-I,20,I,0,,,,1658,,,3105,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_212_20-I,CF14GPWW,WW,,212,20-I,20,I,0,,1672,19,1653,,,,9.5,8.4,72.4,24.1,50,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_213_21-I,CF14GPWW,WW,,213,21-I,21,I,0,,,,959,,,,,,,,,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_213_21-I_RES,CF14GPWW,WW,,213,21-I,21,I,0,RES,,,,,,2568,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_213_21-I,CF14GPWW,WW,,213,21-I,21,I,0,,986,20,966,,,,10.8,7.8,71.5,28.2,52.8,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_214_22-I,CF14GPWW,WW,,214,22-I,22,I,0,,,,1328,,,2379,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_214_22-I,CF14GPWW,WW,,214,22-I,22,I,0,,1342,19,1323,,,,10.4,8.6,73.1,27.9,54.6,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_216_23-I,CF14GPSWGrn,SW,C1,216,23-I,23,I,0,,653,20,633,,,,12.5,6,68.4,27.8,54.3,,MOISTURE OUTSIDE LIMITS,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_C2_217_24-I,GPHY14,GB,C2,217,24-I,24,I,0,,323,20,303,713,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_C2_217_24-I,GPHY14,GB,C2,217,24-I,24,I,0,,316,20,296,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\PCFS A\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42165.61944,Covered Storage,GPHY14_GB_C2_217_24-I,GPHY14,GB,C2,217,24-I,24,I,0,,316,20,296,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx,41964.45069,Covered Storage,41964.50208,Covered Storage,GPHY14_SB_C3_218_25-I,GPHY14,SB,C3,218,25-I,25,I,0,,562,31,531,,,,11.6,11.7,64.7,,53.8,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx,41964.45069,Covered Storage,41964.50208,Covered Storage,GPHY14_SB_C3_219_26-I,GPHY14,SB,C3,219,26-I,26,I,0,,627,31,596,,,,10.9,11,64.2,,53.5,,,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_219_27-I,CF14GPWW,WW,,219,27-I,27,I,0,,,,899,,,1403,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_219_27-I,CF14GPWW,WW,,219,27-I,27,I,0,,922,19,903,,,,12.8,8.1,71.4,34.9,59.4,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C5_221_28-I,CF14GPSWGrn,SW,C5,221,28-I,28,I,0,,932,20,912,,,,11.1,7.3,72.9,26.8,58.8,,,STARCH OUTSIDE LIMITS,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C5_222_29-I,CF14GPSWGrn,SW,C5,222,29-I,29,I,0,,778,20,758,,,,9.6,7,77.3,21.9,58.5,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C6_223_30-I,CF14GPSWGrn,SW,C6,223,30-I,30,I,0,,566,20,546,,,,11.8,7.4,68.2,27.8,55.5,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C7_224_31-I,CF14GPSWGrn,SW,C7,224,31-I,31,I,0,,591,32,559,,,,12.2,6.7,69.7,26.5,56.1,,MOISTURE OUTSIDE LIMITS,,ORIGINAL SAMPLE BAG RIPPED
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_225_7-J,GPHY14,GB,A1,225,7-J,7,J,0,,356,20,336,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A2_226_8-J,GPHY14,GB,A2,226,8-J,8,J,0,,455,20,435,1162,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A2_226_8-J,GPHY14,GB,A2,226,8-J,8,J,0,,491,20,471,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A2_226_8-J,GPHY14,GB,A2,226,8-J,8,J,0,,491,20,471,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A3_227_9-J,GPHY14,GB,A3,227,9-J,9,J,0,,201,20,181,576,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A3_227_9-J,GPHY14,GB,A3,227,9-J,9,J,0,,194,20,174,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\PCFS A\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42165.61944,Covered Storage,GPHY14_GB_A3_227_9-J,GPHY14,GB,A3,227,9-J,9,J,0,,194,20,174,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A3_228_10-J,GPHY14,GB,A3,228,10-J,10,J,0,,50,20,30,339,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A3_228_10-J,GPHY14,GB,A3,228,10-J,10,J,0,,49,20,29,,,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\GPHY14_G20141221.xlsx,41995.42847,Covered Storage,41996.44167,Covered Storage,GPHY14_GB_A4_229_11-J,GPHY14,GB,A4,229,11-J,11,J,0,,189,20,169,833,96,,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A4_229_11-J,GPHY14,GB,A4,229,11-J,11,J,0,,204,25,179,,,,,,,,,,SAMPLE BAG DIFFERENT FROM OTHER SAMPLE BAGS,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\PCFS A\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42165.61944,Covered Storage,GPHY14_GB_A4_229_11-J,GPHY14,GB,A4,229,11-J,11,J,0,,204,25,179,,,,,,,,,,SAMPLE BAG DIFFERENT FROM OTHER SAMPLE BAGS,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A5_230_12-J,CF14GPSWGrn,SW,A5,230,12-J,12,J,0,,758,20,738,,,,11.2,7.1,69.6,25.2,53.3,,MOISTURE OUTSIDE LIMITS,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A6_231_13-J,CF14GPSWGrn,SW,A6,231,13-J,13,J,0,,447,20,427,,,,11.4,6.6,68.5,26.4,50,,MOISTURE OUTSIDE LIMITS,,
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_231_14-J,CF14GPWW,WW,,231,14-J,14,J,0,,,,877,,,1809,,,,,,,,,
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_231_14-J,CF14GPWW,WW,,231,14-J,14,J,0,,898,20,878,,,,9.4,8.6,68.1,23.9,45.3,,,,
