HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,GrainCarbon,GrainNitrogen,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,ResidueMassDryPerArea,ResidueCarbon,ResidueNitrogen,Comments
2013,WW,CF13GPWW_246_28-J,-117.07752,46.78121,246,470.8005249343832,,,10,9.2,74.4,26.2,,,,
2013,WW,CF13GPWW_247_29-J,-117.0771,46.78137,247,393.29068241469815,,,10.8,9.4,71.6,28.9,,,,
2013,WW,CF13GPWW_248_30-J,-117.0767,46.78116,248,470.8005249343832,,,9,9.1,74.9,22.1,,,,
2013,WW,CF13GPWW_248_9-K,-117.08586,46.78153,249,40.6003937007874,,,14.3,9.1,67.5,39.3,,,,
2013,SW,CF13GPSW_249_10-K,-117.08545,46.78164,250,298.14632545931755,,,8.8,7.6,75.4,22.7,,,,
2013,SW,CF13GPSW_250_11-K,-117.08503,46.78149,251,209.97375328083987,,,8.8,7.6,75.7,22.2,,,,
2013,SW,CF13GPSW_251_12-K,-117.08458,46.78156,252,264.51771653543307,,,8.9,9.2,74.4,22.9,,,,
2013,SW,CF13GPSW_252_13-K,-117.08419,46.78153,253,238.6811023622047,,,11.2,6.5,77.3,27.7,,,,
2013,GB,CF13GPGB_253_14-K,-117.08377,46.7816,254,151.73884514435696,46.215,3.1322,,,,,,,,
2013,SB,CF13GPSB_254_15-K,-117.08336,46.78152,255,285.84317585301835,,,11.7,6.2,65.8,,,,,
2013,GB,CF13GPGB_255_16-K,-117.08294,46.78159,256,191.51902887139107,46.402,3.6318,,,,,,,,
2013,GB,CF13GPGB_256_17-K,-117.08252,46.78162,257,138.61548556430446,46.651,3.4872,,,,,,,,
2013,GB,CF13GPGB_257_18-K,-117.0821,46.78143,258,90.22309711286088,47.087,3.9031,,,,,,,,
2013,GB,CF13GPGB_258_19-K,-117.08168,46.78156,259,87.76246719160105,46.442,3.5426,,,,,,45.09,0.49455,
2013,GB,CF13GPGB_259_20-K,-117.08127,46.78157,260,137.79527559055117,45.999,3.7793,,,,,,,,
2013,SW,CF13GPSW_260_21-K,-117.08085,46.78142,261,284.2027559055118,,,12,9.6,68.8,32.4,,,,
2013,SW,CF13GPSW_261_22-K,-117.08043,46.78169,262,300.6069553805774,,,10.1,6.7,77.5,24.2,,,,
2013,SW,CF13GPSW_262_23-K,-117.08001,46.78166,263,286.253280839895,,,8.8,6.8,79.1,21.3,,,,
2013,WW,CF13GPWW_264_24-K,-117.07959,46.78162,264,479.8228346456693,,,10,9.3,73.5,27.1,,,,
2013,WW,CF13GPWW_265_25-K,-117.07916,46.78153,265,540.5183727034121,,,10,9.4,73.7,27.1,,,,
2013,WW,CF13GPWW_266_26-K,-117.07876,46.78155,266,403.54330708661416,,,9.9,9.5,72.9,27.2,,,,
2013,WW,CF13GPWW_267_27-K,-117.07834,46.78156,267,424.4586614173228,,,10,9.1,73.9,26.1,980.5610236220472,46.018,0.28359,
2013,WW,CF13GPWW_268_28-K,-117.07792,46.7815,268,403.95341207349077,,,9.6,9.6,73.9,25,,,,
2013,WW,CF13GPWW_269_29-K,-117.0775,46.78166,269,337.92650918635167,,,9.7,9.7,74.2,26.2,,,,
2013,WW,CF13GPWW_270_30-K,-117.07709,46.78143,270,497.86745406824144,,,9.5,9.4,75.4,24.3,,,,
2013,WW,CF13GPWW_271_31-K,-117.07667,46.78156,271,379.34711286089237,,,8.9,9.2,74.4,22,,,,
2013,WW,CF13GPWW_271_9-L,-117.08559,46.78181,272,151.73884514435696,,,13.3,9.1,69.6,36.4,,,,
2013,SW,CF13GPSW_272_10-L,-117.08517,46.78193,273,227.19816272965878,,,9.9,6.3,77.5,22,,,,
2013,SW,CF13GPSW_273_11-L,-117.08475,46.78178,274,310.03937007874015,,,9,6.5,78.9,21.3,,,,
2013,SW,CF13GPSW_274_12-L,-117.08436,46.78188,275,384.6784776902887,,,10,7.6,75.2,26.8,,,,
2013,SW,CF13GPSW_275_13-L,-117.08392,46.78182,276,255.49540682414698,,,12.2,7.5,72.7,31.8,,,,
2013,GB,CF13GPGB_276_14-L,-117.0835,46.78188,277,98.83530183727034,46.348,3.7255,,,,,,,,
2013,SB,CF13GPSB_277_15-L,-117.08308,46.7818,278,385.9087926509186,,,10.3,9,63.5,,,,,
2013,GB,CF13GPGB_278_16-L,-117.08265,46.78186,279,200.9514435695538,47.184,3.6089,,,,,,,,
2013,GB,CF13GPGB_279_17-L,-117.08225,46.78191,280,175.5249343832021,46.292,3.5711,,,,,,,,
2013,GB,CF13GPGB_280_18-L,-117.08181,46.7817,281,152.55905511811022,46.405,3.6065,,,,,,,,
2013,GB,CF13GPGB_281_19-L,-117.08141,46.78185,282,92.68372703412074,46.322,3.6219,,,,,,,,
2013,GB,CF13GPGB_282_20-L,-117.08099,46.78185,283,141.48622047244095,46.444,3.5772,,,,,,,,
2013,SW,CF13GPSW_283_21-L,-117.08057,46.78171,284,262.8772965879265,,,10.1,6.3,77.3,23.4,,,,
2013,SW,CF13GPSW_284_22-L,-117.08016,46.78197,285,446.19422572178473,,,10,9.9,70.5,27.9,,,,
2013,SW,CF13GPSW_285_23-L,-117.07974,46.78194,286,429.79002624671915,,,9.2,7.7,75.8,24.1,,,,
2013,WW,CF13GPWW_287_24-L,-117.07932,46.78191,287,556.1023622047244,,,10.1,9.3,73.7,27.3,,,,
2013,WW,CF13GPWW_288_25-L,-117.07887,46.7818,288,402.7230971128609,,,9.3,9.5,75,23.4,,,,
2013,WW,CF13GPWW_289_26-L,-117.07848,46.78184,289,409.28477690288713,,,9.9,9.5,74,25.6,,,,
2013,WW,CF13GPWW_290_27-L,-117.07807,46.78184,290,371.14501312335955,,,10.1,9.2,72.7,26.4,,,,
2013,WW,CF13GPWW_291_28-L,-117.07765,46.78178,291,302.247375328084,,,9.5,9.1,73.3,23.9,,,,
2013,WW,CF13GPWW_292_29-L,-117.07723,46.78195,292,325.62335958005247,,,9.6,9.4,72.4,24.7,,,,
2013,WW,CF13GPWW_293_30-L,-117.07681,46.78172,293,329.31430446194224,,,11.3,9.2,71.3,30.2,,,,
2013,WW,CF13GPWW_297_10-M,-117.08512,46.78222,298,214.07480314960628,,,10.9,9.1,72.6,30.1,,,,
2013,SW,CF13GPSW_298_11-M,-117.0847,46.78206,299,312.5,,,9.3,9.3,73.2,24.1,,,,
2013,SW,CF13GPSW_299_12-M,-117.08428,46.78215,300,348.999343832021,,,10,9.9,70.6,26.9,,,,
2013,SW,CF13GPSW_300_13-M,-117.08386,46.78211,301,230.88910761154855,,,9.7,9.2,72.8,25.2,,,,
2013,GB,CF13GPGB_301_14-M,-117.08343,46.78215,302,166.91272965879264,46.712,3.2564,,,,,,,,
2013,SB,CF13GPSB_302_15-M,-117.08301,46.78208,303,391.65026246719157,,,10.3,7.7,66.7,,,,,
2013,SB,CF13GPSB_303_16-M,-117.08261,46.78216,304,256.7257217847769,,,10.9,6.6,65.8,,,,,
2013,GB,CF13GPGB_304_17-M,-117.08219,46.7822,305,184.9573490813648,46.025,3.2729,,,,,,,,
2013,GB,CF13GPGB_305_18-M,-117.08177,46.782,306,167.73293963254594,46.429,3.4599,,,,,,,,
2013,GB,CF13GPGB_306_19-M,-117.08136,46.78214,307,192.33923884514434,46.16,3.4412,,,,,,,,
2013,GB,CF13GPGB_307_20-M,-117.08094,46.78214,308,142.3064304461942,46.825,3.5935,,,,,,,,
2013,SW,CF13GPSW_308_21-M,-117.0805,46.78198,309,347.7690288713911,,,9.3,6.7,79.1,22.7,,,,
2013,SW,CF13GPSW_309_22-M,-117.0801,46.78226,310,362.9429133858267,,,8.8,6.8,79.6,21.3,,,,
2013,SW,CF13GPSW_310_23-M,-117.07968,46.78223,311,466.69947506561675,,,8.7,7,78.4,21.3,,,,
2013,SW,CF13GPSW_311_24-M,-117.0793,46.78221,312,401.9028871391076,,,9.1,9.8,71.3,24.5,,,,
2013,WW,CF13GPWW_313_25-M,-117.07885,46.78211,313,422.81824146981626,,,10.9,9.8,73,30.4,,,,
2013,WW,CF13GPWW_314_26-M,-117.07843,46.78213,314,291.5846456692913,,,11.2,9.6,72.2,31.2,,,,
2013,WW,CF13GPWW_315_27-M,-117.07804,46.78215,315,572.50656167979,,,11.5,9.9,73,31.3,,,,
2013,WW,CF13GPWW_316_28-M,-117.07759,46.78207,316,276.82086614173227,,,9.5,9.8,73.6,25.3,,,,
2013,SW,CF13GPSW_323_11-N,-117.08475,46.78235,324,157.07020997375326,,,10.9,5.8,75.3,24.4,,,,
2013,SW,CF13GPSW_324_12-N,-117.08433,46.78244,325,233.75984251968504,,,9.9,10,71.2,25.7,,,,
2013,SW,CF13GPSW_325_13-N,-117.08391,46.78239,326,371.96522309711287,,,10.4,6.9,76.9,25.3,,,,
2013,SW,CF13GPSW_326_14-N,-117.0835,46.78245,327,276.82086614173227,,,11,9.9,69.4,30.4,,,,
2013,GB,CF13GPGB_327_15-N,-117.08308,46.78238,328,157.89041994750656,46.568,3.5538,,,,,,,,
2013,SB,CF13GPSB_328_16-N,-117.08265,46.78244,329,312.9101049868766,,,10,7.7,69.2,,605.3149606299212,45.256,0.36653,
2013,SB,CF13GPSB_329_17-N,-117.08224,46.78248,330,323.5728346456693,,,10.4,6.6,67.3,,,,,
2013,GB,CF13GPGB_330_18-N,-117.08182,46.78228,331,202.1817585301837,46.144,3.2753,,,,,,,,
2013,GB,CF13GPGB_331_19-N,-117.08141,46.78242,332,193.9796587926509,46.502,3.3305,,,,,,,,
2013,GB,CF13GPGB_332_20-N,-117.08099,46.78242,333,136.1548556430446,45.3,3.3397,,,,,,,,
2013,GB,CF13GPGB_333_21-N,-117.08057,46.78228,334,222.2769028871391,46.576,3.3292,,,,,,,,
2013,GB,CF13GPGB_334_22-N,-117.08015,46.78254,335,161.5813648293963,46.575,3.4984,,,,,,45.481,0.49755,
2013,SW,CF13GPSW_335_23-N,-117.07974,46.78251,336,394.9311023622047,,,9.3,6.5,78.2,21.7,,,,
2013,SW,CF13GPSW_336_24-N,-117.07932,46.78248,337,322.752624671916,,,9.8,9.9,70.6,26.4,754.1830708661417,44.847,0.3026,
2013,WW,CF13GPWW_338_25-N,-117.07889,46.78239,338,410.92519685039366,,,12,10.7,68.2,31.7,,,,
2013,WW,CF13GPWW_347_11-O,-117.08462,46.78264,348,162.81167979002623,,,13.6,9.1,69,37.2,,,,
2013,SW,CF13GPSW_348_12-O,-117.0842,46.78272,349,345.7185039370079,,,10.1,6.9,77.6,24.1,,,,
2013,SW,CF13GPSW_349_13-O,-117.08378,46.78268,350,302.6574803149606,,,8.6,9.2,73.8,22.4,,,,
2013,SW,CF13GPSW_350_14-O,-117.08336,46.78274,351,214.89501312335958,,,10.8,6.4,77.5,25.7,,,,
2013,GB,CF13GPGB_351_15-O,-117.08292,46.78265,352,191.10892388451444,46.339,3.602,,,,,,,,
2013,GB,CF13GPGB_352_16-O,-117.08253,46.78273,353,189.05839895013122,46.404,3.3985,,,,,,,,
2013,SB,CF13GPSB_353_17-O,-117.08211,46.78277,354,364.17322834645665,,,9.9,6.5,67.8,,,,,
2013,GB,CF13GPGB_354_18-O,-117.08169,46.78257,355,188.23818897637796,46.31,3.4783,,,,,,,,
2013,GB,CF13GPGB_355_19-O,-117.08127,46.78271,356,184.13713910761155,46.628,3.3775,,,,,,,,
2013,GB,CF13GPGB_356_20-O,-117.08086,46.78271,357,244.01246719160105,46.46,3.2846,,,,,,,,
2013,GB,CF13GPGB_357_21-O,-117.08041,46.78256,358,198.9009186351706,46.307,3.4236,,,,,,,,
2013,GB,CF13GPGB_358_22-O,-117.08002,46.78283,359,179.6259842519685,46.239,3.5071,,,,,,,,
2013,SW,CF13GPSW_359_23-O,-117.0796,46.7828,360,295.2755905511811,,,13.3,6.4,71.5,31.4,,,,
2013,WW,CF13GPWW_370_12-P,-117.08423,46.78297,371,426.0990813648294,,,9.2,9.1,75,22.6,,,,
2013,SW,CF13GPSW_371_13-P,-117.0838,46.78296,372,338.746719160105,,,10,6.6,76.5,23.9,,,,
2013,SW,CF13GPSW_372_14-P,-117.08338,46.78303,373,325.21325459317586,,,9.4,10.2,71.1,25.5,,,,
2013,SW,CF13GPSW_373_15-P,-117.08296,46.78295,374,358.84186351706035,,,11.2,6.8,75.3,28,,,,
2013,GB,CF13GPGB_374_16-P,-117.08253,46.78301,375,179.21587926509184,46.527,3.5113,,,,,,,,
2013,GB,CF13GPGB_375_17-P,-117.08213,46.78305,376,171.01377952755905,46.66,3.2715,,,,,,,,
2013,GB,CF13GPGB_376_18-P,-117.08165,46.78282,377,178.8057742782152,46.311,3.5546,,,,,,,,
2013,GB,CF13GPGB_377_19-P,-117.08129,46.78299,378,178.8057742782152,46.614,3.3819,,,,,,,,
2013,GB,CF13GPGB_378_20-P,-117.08087,46.783,379,207.92322834645668,46.455,3.3789,,,,,,,,
2013,GB,CF13GPGB_379_21-P,-117.08045,46.78285,380,123.8517060367454,46.473,3.5933,,,,,,,,
2013,SW,CF13GPSW_393_13-Q,-117.08391,46.78313,394,300.6069553805774,,,10.8,9.3,72.1,28.5,,,,
2013,SW,CF13GPSW_394_14-Q,-117.0835,46.78331,395,182.90682414698162,,,10.6,6.4,77,23.8,,,,
2013,SW,CF13GPSW_395_15-Q,-117.08308,46.78323,396,308.8090551181102,,,9.1,7,78.5,22,,,,
2013,SW,CF13GPSW_396_16-Q,-117.08266,46.7833,397,294.45538057742783,,,9,7.1,78.6,21.8,,,,
2013,SW,CF13GPSW_397_17-Q,-117.08228,46.78336,398,356.3812335958005,,,10.8,10,69.9,29.4,,,,
2013,SB,CF13GPSB_398_18-Q,-117.08183,46.78314,399,411.745406824147,,,10.5,6.8,67.7,,,,,
2013,SB,CF13GPSB_399_19-Q,-117.08141,46.78328,400,259.18635170603676,,,10,6.8,67.9,,,,,
2013,GB,CF13GPGB_400_20-Q,-117.08099,46.78328,401,214.48490813648291,46.41,3.5329,,,,,,,,
2013,GB,CF13GPGB_401_21-Q,-117.08057,46.78314,402,202.59186351706035,46.68,3.3689,,,,,,,,
2013,SW,CF13GPSW_418_15-R,-117.08321,46.78346,419,312.9101049868766,,,9,9.9,71.9,23.4,,,,
2013,SW,CF13GPSW_419_16-R,-117.08277,46.78352,420,510.99081364829397,,,10.3,6.5,77.5,25.2,,,,
2013,SW,CF13GPSW_420_17-R,-117.08237,46.78355,421,287.89370078740154,,,10.2,7.6,74.2,27.5,,,,
2013,GB,CF13GPGB_421_18-R,-117.08193,46.78343,422,31.988188976377952,46.296,3.0261,,,,,,,,Mouse damage
