Source,CreationDate,Author,LastSaved,LastSavedBy,BarcodeFinal,LabelPrefix,Crop,FieldStrip,ID2.x,Col.Row2,Column,Row2,ShoudKeep,isResidue,TotalGrain.g..bag,TareBag.g.,TotalGrain.g.,Tota.Biomass.g..bag,TareBag.g..1,TotalBiomass.g.,protein,moisture,starch,gluten,testWeight,tareWtSampleBag.g.,NOTES,Notes2,Notes3,X,Y,ID2
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_133_16-F,CF14GPWW,WW,"",133,16-F,16,F,0,"",694,19,675,,,,12.4,8.9,69.4,33.2,53.2,,"","","",-117.082683,46.780157,134
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_134_17-F,CF14GPWW,WW,"",134,17-F,17,F,0,"",1165,20,1145,,,,10.7,7.8,70.3,28.7,48,,"","","",-117.082265,46.780194,135
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_135_18-F,CF14GPWW,WW,"",135,18-F,18,F,0,"",1260,19,1241,,,,9.3,8.7,74.8,23.8,51,,"","","",-117.081847,46.779996,136
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_136_19-F,CF14GPWW,WW,"",136,19-F,19,F,0,"",1127,19,1108,,,,9.4,8.4,74.2,24.2,50.3,,"","","",-117.08145287,46.78014727,137
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_138_20-F,CF14GPSWGrn,SW,C1,138,20-F,20,F,0,"",566,20,546,,,,12.1,6.7,70.3,29.3,55.5,,MOISTURE OUTSIDE LIMITS,"","",-117.081011,46.780137,138
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_C2_139_21-F,GPHY14,GB,C2,139,21-F,21,F,0,"",309,20,289,,,,,,,,,,"","","",-117.080593,46.779993,139
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_C2_140_22-F,GPHY14,GB,C2,140,22-F,22,F,0,"",221,20,201,,,,,,,,,,"","","",-117.080175,46.780256,140
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx,41964.45069,Covered Storage,41964.50208,Covered Storage,GPHY14_SB_C3_141_23-F,GPHY14,SB,C3,141,23-F,23,F,0,"",521,31,490,,,,14.4,12.7,59.1,,44,,"","","",-117.079757,46.780226999999996,141
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_141_24-F,CF14GPWW,WW,"",141,24-F,24,F,0,"",802,20,782,,,,11.9,8.6,69.6,32.5,52.4,,"","","",-117.079339,46.780191,142
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C5_143_25-F,CF14GPSWGrn,SW,C5,143,25-F,25,F,0,"",498,20,478,,,,13.5,5.8,66.7,29.1,51.3,,MOISTURE OUTSIDE LIMITS,"","",-117.0789031,46.78010382,143
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C5_144_26-F,CF14GPSWGrn,SW,C5,144,26-F,26,F,0,"",508,20,488,,,,8.1,7,75.5,16.9,56.5,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,"",-117.078503,46.780124,144
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C6_145_27-F,CF14GPSWGrn,SW,C6,145,27-F,27,F,0,"",558,20,538,,,,11.1,6.8,70.9,23.9,54.9,,MOISTURE OUTSIDE LIMITS,"","",-117.078085,46.780129,145
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C7_146_28-F,CF14GPSWGrn,SW,C7,146,28-F,28,F,0,"",230,23,207,,,,14.6,6,63.1,34.4,,,MOISTURE OUTSIDE LIMITS,SAMPLE TOO SMALL TO GIVE TEST WT,ORIGINAL SAMPLE BAG RIPPED,-117.077667,46.780066,146
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C7_147_29-F,CF14GPSWGrn,SW,C7,147,29-F,29,F,0,"",281,20,261,,,,14.9,7.2,60.1,37.1,,,"","",SAMPLE TOO SMALL FOR TEST WEIGHT,-117.077249,46.78023,147
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C8_148_30-F,CF14GPSWGrn,SW,C8,148,30-F,30,F,0,"",836,20,816,,,,10.9,7.3,72.4,27.8,61.6,,"","","",-117.076831,46.780004,148
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_149_6-G,GPHY14,GB,A1,149,6-G,6,G,0,"",558,20,538,,,,,,,,,,"","","",-117.087103,46.780422,149
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A2_150_7-G,GPHY14,GB,A2,150,7-G,7,G,0,"",400,20,380,,,,,,,,,,"","","",-117.086685,46.780507,150
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A3_151_8-G,GPHY14,GB,A3,151,8-G,8,G,0,"",348,20,328,,,,,,,,,,"","","",-117.08622506,46.78045544,151
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A4_152_9-G,GPHY14,GB,A4,152,9-G,9,G,0,"",242,20,222,,,,,,,,,,MOUSE DAMAGE TO SAMPLE,"","",-117.08583327,46.78037122,152
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A4_153_10-G,GPHY14,GB,A4,153,10-G,10,G,0,"",232,20,212,,,,,,,,,,"","","",-117.085431,46.7805,153
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A5_154_11-G,CF14GPSWGrn,SW,A5,154,11-G,11,G,0,"",1058,20,1038,,,,11.4,6.7,70.2,25.5,55.2,,MOISTURE OUTSIDE LIMITS,"","",-117.085013,46.780348,154
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A6_155_12-G,CF14GPSWGrn,SW,A6,155,12-G,12,G,0,"",642,20,622,,,,10.7,6.4,72.8,23.4,54.8,,MOISTURE OUTSIDE LIMITS,"","",-117.084595,46.780437,155
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_155_13-G,CF14GPWW,WW,"",155,13-G,13,G,0,"",912,20,892,,,,9.8,9.7,69.3,25.4,43.2,,"","","",-117.084177,46.78039,156
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_156_14-G,CF14GPWW,WW,"",156,14-G,14,G,0,"",884,19,865,,,,10.1,8.3,71.3,25.9,50.5,,"","","",-117.083759,46.780453,157
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_157_15-G,CF14GPWW,WW,"",157,15-G,15,G,0,"",868,20,848,,,,10.4,9.2,70.9,26.6,45.6,,"","","",-117.083341,46.780374,158
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_158_16-G,CF14GPWW,WW,"",158,16-G,16,G,0,"",965,20,945,,,,11.7,8.1,67,31.1,41.5,,"","","",-117.082923,46.780443,159
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_159_17-G,CF14GPWW,WW,"",159,17-G,17,G,0,"",1077,19,1058,,,,12.3,8.9,67.5,32.4,47.6,,"","","",-117.082505,46.78048,160
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_160_18-G,CF14GPWW,WW,"",160,18-G,18,G,0,"",1019,20,999,,,,9.5,8.6,72.8,24.3,49.5,,"","","",-117.082087,46.780282,161
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_161_19-G,CF14GPWW,WW,"",161,19-G,19,G,0,"",945,20,925,,,,11.2,7.7,66.8,28.9,40.5,,"","","",-117.08164513,46.78040873,162
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_162_20-G,CF14GPWW,WW,"",162,20-G,20,G,0,"",1047,20,1027,,,,10.5,7.5,75,27.8,51.5,,Starch outside limits,"","",-117.081251,46.780423,163
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_164_21-G,CF14GPSWGrn,SW,C1,164,21-G,21,G,0,"",543,20,523,,,,13.8,7,63.5,32.5,53.2,,MOISTURE OUTSIDE LIMITS,"","",-117.080833,46.780279,164
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_165_22-G,CF14GPSWGrn,SW,C1,165,22-G,22,G,0,"",577,20,557,,,,11.1,6.4,70.9,26.4,55.5,,MOISTURE OUTSIDE LIMITS,"","",-117.080415,46.780542,165
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_C2_166_23-G,GPHY14,GB,C2,166,23-G,23,G,0,"",198,20,178,,,,,,,,,,"","","",-117.079997,46.780513,166
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx,41964.45069,Covered Storage,41964.50208,Covered Storage,GPHY14_SB_C3_167_24-G,GPHY14,SB,C3,167,24-G,24,G,0,"",639,31,608,,,,12.4,13.6,60.9,,47.6,,"","","",-117.079579,46.780477,167
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_167_25-G,CF14GPWW,WW,"",167,25-G,25,G,0,"",716,19,697,,,,10.9,8.2,72,29.7,54.9,,"","","",-117.079161,46.780398,168
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_168_26-G,CF14GPWW,WW,"",168,26-G,26,G,0,"",895,20,875,,,,12.3,7.7,69.9,33.3,53.9,,"","","",-117.078743,46.78041,169
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C5_170_27-G,CF14GPSWGrn,SW,C5,170,27-G,27,G,0,"",261,20,241,,,,12.4,6.4,67.4,28.8,,,MOISTURE OUTSIDE LIMITS,"",SAMPLE TOO SMALL FOR TEST WEIGHT,-117.078325,46.780415,170
,,,,,,,,,,,28,G,,,,,,,,,,,,,,,,,,-117.077907,46.780352,171
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C6_172_29-G,CF14GPSWGrn,SW,C6,172,29-G,29,G,0,"",453,20,433,,,,11.8,6.9,68.9,26.1,54.3,,MOISTURE OUTSIDE LIMITS,"","",-117.077489,46.780516,172
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C7_173_30-G,CF14GPSWGrn,SW,C7,173,30-G,30,G,0,"",491,20,471,,,,11.4,6.7,70.9,28.6,56.1,,MOISTURE OUTSIDE LIMITS,"","",-117.077071,46.78029,173
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C8_174_31-G,CF14GPSWGrn,SW,C8,174,31-G,31,G,0,"",848,20,828,,,,10.5,6.5,75.1,25,61.4,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,"",-117.076653,46.780414,174
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_175_6-H,GPHY14,GB,A1,175,6-H,6,H,0,"",430,20,410,,,,,,,,,,"","","",-117.086879,46.780708,175
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_176_7-H,GPHY14,GB,A1,176,7-H,7,H,0,"",351,20,331,,,,,,,,,,"","","",-117.08647678,46.78080097,176
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A2_177_8-H,GPHY14,GB,A2,177,8-H,8,H,0,"",239,20,219,,,,,,,,,,"","","",-117.086043,46.780763,177
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14+GB_A3_178_9-H,GPHY14,GB,A3,178,9-H,9,H,0,"",447,20,427,,,,,,,,,,"","","",-117.085625,46.780668,178
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A4_179_10-H,GPHY14,GB,A4,179,10-H,10,H,0,"",371,20,351,,,,,,,,,,"","","",-117.085207,46.780786,179
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A5_180_11-H,CF14GPSWGrn,SW,A5,180,11-H,11,H,0,"",508,20,488,,,,11.1,7.3,65.4,25.1,54.2,,"","","",-117.084789,46.780634,180
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_A6_181_12-H,CF14GPSWGrn,SW,A6,181,12-H,12,H,0,"",599,20,579,,,,11,6.5,69.9,25,50.2,,MOISTURE OUTSIDE LIMITS,"","",-117.084371,46.780723,181
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_181_13-H,CF14GPWW,WW,"",181,13-H,13,H,0,"",720,20,700,,,,11,9.3,65.5,28.6,40.5,,"","","",-117.08392119,46.78065692,182
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_182_14-H,CF14GPWW,WW,"",182,14-H,14,H,0,"",1470,20,1450,,,,10.3,8.7,71.6,27,44.6,,"","","",-117.083535,46.780739,183
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_183_15-H,CF14GPWW,WW,"",183,15-H,15,H,0,"",1246,20,1226,,,,9.1,8.8,73.1,22.7,53.2,,"","","",-117.083117,46.78066,184
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_184_16-H,CF14GPWW,WW,"",184,16-H,16,H,0,"",1476,20,1456,,,,10.7,8.3,70.9,28.2,45.6,,"","","",-117.082699,46.780729,185
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_185_17-H,CF14GPWW,WW,"",185,17-H,17,H,0,"",1162,19,1143,,,,11.5,7.9,70.8,30.2,43.7,,"","","",-117.082281,46.780766,186
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_186_18-H,CF14GPWW,WW,"",186,18-H,18,H,0,"",667,20,647,,,,11.3,9.3,62.3,31.5,34.8,,"","","",-117.081863,46.780568,187
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CFGPWW2014FieldB.xlsx,41947.55208,Covered Storage,41947.65833,Covered Storage,CF14GPWW_187_19-H,CF14GPWW,WW,"",187,19-H,19,H,0,"",845,19,826,,,,11.1,8.3,70.6,29.8,47.2,,"","","",-117.081445,46.780707,188
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_188_20-H,CF14GPWW,WW,"",188,20-H,20,H,0,"",1365,20,1345,,,,10,8.2,75.2,26.4,53.4,,Starch outside limits,"","",-117.081027,46.780709,189
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_190_21-H,CF14GPSWGrn,SW,C1,190,21-H,21,H,0,"",786,20,766,,,,11.4,6.5,69.3,26,53.6,,MOISTURE OUTSIDE LIMITS,"","",-117.080609,46.780565,190
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C1_191_22-H,CF14GPSWGrn,SW,C1,191,22-H,22,H,0,"",691,20,671,,,,11.3,6.4,71.6,26.7,54.8,,MOISTURE OUTSIDE LIMITS,"","",-117.080191,46.780828,191
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_C2_192_23-H,GPHY14,GB,C2,192,23-H,23,H,0,"",398,20,378,,,,,,,,,,"","","",-117.079773,46.780799,192
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\GPHY14SB.xlsx,41964.45069,Covered Storage,41964.50208,Covered Storage,GPHY14_SB_C3_193_24-H,GPHY14,SB,C3,193,24-H,24,H,0,"",499,31,468,,,,12,11.8,63.4,,53,,"","","",-117.079355,46.780763,193
??\Cook Farm GP HY2014 Field B C4 WW Bag Labels.xlsx,41856.34514,Rachel Unger,41871.46667,Covered Storage,CF14GPWW_193_25-H,CF14GPWW,WW,"",193,25-H,25,H,0,"",,,,,,,,,,,,,"","","",-117.07891312,46.78066353,194
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPWW_194_26-H,CF14GPWW,WW,"",194,26-H,26,H,0,"",583,20,563,,,,12.4,8.1,66.7,33.1,46,,"","","",-117.078519,46.780696,195
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C5_196_27-H,CF14GPSWGrn,SW,C5,196,27-H,27,H,0,"",772,20,752,,,,10.6,6.7,74.5,24.4,56.6,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,"",-117.078101,46.780701,196
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C6_197_28-H,CF14GPSWGrn,SW,C6,197,28-H,28,H,0,"",856,20,836,,,,10.6,6.7,72.7,23.5,56.5,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,"",-117.077683,46.780638,197
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C6_198_29-H,CF14GPSWGrn,SW,C6,198,29-H,29,H,0,"",492,25,467,,,,8.1,6.6,75.4,19.1,58.4,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,ORIGINAL SAMPLE BAG RIPPED,-117.077265,46.780802,198
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromJohnMorse\PCFS_thumbDrive\master checklist 2014\originals\old pcfs pc desktop\CAF GP 2014 WW SW NIR.xlsx,42157.42847,Covered Storage,42166.53264,Covered Storage,CF14GPSWGrn_C7_199_30-H,CF14GPSWGrn,SW,C7,199,30-H,30,H,0,"",999,20,979,,,,10.4,6.6,74.9,24.4,60.4,,MOISTURE OUTSIDE LIMITS,STARCH OUTSIDE LIMITS,"",-117.076847,46.780576,199
\Projects\CookEastPlantHandHarvest\1999-2016\Received\FromPcfsAUsbThumbDrive_161202\Documents\CAF_GPHY14_GB_GR_WT.xlsx,42164.54028,Covered Storage,42164.56806,Covered Storage,GPHY14_GB_A1_200_7-I,GPHY14,GB,A1,200,7-I,7,I,0,"",230,20,210,,,,,,,,,,"","","",-117.0866262,46.7810531,200
