HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,ResidueMassDryPerArea,Comments
2014,WW,CF14GPWW_209_17-I,-117.08248,46.781052,210,535,11.3,8.4,68.2,29.5,595.5, |  | 
2014,WW,CF14GPWW_210_18-I,-117.082062,46.780854,211,686.5,10.5,8.4,71.7,27.5,587.5, |  | 
2014,WW,CF14GPWW_211_19-I,-117.081644,46.780993,212,683,9.2,9,73.1,23.9,474.5, |  | 
2014,WW,CF14GPWW_212_20-I,-117.081226,46.780995,213,826.5,9.5,8.4,72.4,24.1,726, |  | 
2014,WW,CF14GPWW_213_21-I,-117.080808,46.780851,214,483,10.8,7.8,71.5,28.2,801, |  | 
2014,WW,CF14GPWW_214_22-I,-117.08043771,46.78111806,215,661.5,10.4,8.6,73.1,27.9,528, |  | 
2014,SW,CF14GPSWGrn_C1_216_23-I,-117.079972,46.781085,216,316.5,12.5,6,68.4,27.8,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_C2_217_24-I,-117.079554,46.781049,217,148,,,,,160.5, |  | 
2014,SB,GPHY14_SB_C3_218_25-I,-117.079136,46.78097,218,265.5,11.6,11.7,64.7,,, |  | 
2014,SB,GPHY14_SB_C3_219_26-I,-117.078718,46.780982,219,298,10.9,11,64.2,,, |  | 
2014,WW,CF14GPWW_219_27-I,-117.0783,46.780987,220,451.5,12.8,8.1,71.4,34.9,250, |  | 
2014,SW,CF14GPSWGrn_C5_221_28-I,-117.077882,46.780924,221,456,11.1,7.3,72.9,26.8,, | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_C5_222_29-I,-117.077464,46.781088,222,379,9.6,7,77.3,21.9,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_C6_223_30-I,-117.077046,46.780862,223,273,11.8,7.4,68.2,27.8,, |  | 
2014,SW,CF14GPSWGrn_C7_224_31-I,-117.076628,46.780986,224,279.5,12.2,6.7,69.7,26.5,,MOISTURE OUTSIDE LIMITS |  | ORIGINAL SAMPLE BAG RIPPED
2014,GB,GPHY14_GB_A1_225_7-J,-117.086295,46.781365,225,168,,,,,, |  | 
2014,GB,GPHY14_GB_A2_226_8-J,-117.08586126,46.78132062,226,235.5,,,,,297.5, |  | 
2014,GB,GPHY14_GB_A3_227_9-J,-117.08543278,46.78122203,227,87,,,,,153, |  | 
2014,GB,GPHY14_GB_A3_228_10-J,-117.085041,46.781358,228,14.5,,,,,107, |  | 
2014,GB,GPHY14_GB_A4_229_11-J,-117.084623,46.781206,229,89.5,,,,,279,SAMPLE BAG DIFFERENT FROM OTHER SAMPLE BAGS |  | 
2014,SW,CF14GPSWGrn_A5_230_12-J,-117.084205,46.781295,230,369,11.2,7.1,69.6,25.2,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A6_231_13-J,-117.083787,46.781248,231,213.5,11.4,6.6,68.5,26.4,,MOISTURE OUTSIDE LIMITS |  | 
2014,WW,CF14GPWW_231_14-J,-117.08328225,46.78127044,232,439,9.4,8.6,68.1,23.9,465.5, |  | 
2014,WW,CF14GPWW_232_15-J,-117.082951,46.781232,233,591.5,10.2,9.5,66.9,27.4,527, |  | 
2014,WW,CF14GPWW_233_16-J,-117.082533,46.781301,234,767.5,8.9,8.6,74.2,22,1077,Starch outside limits |  | 
2014,WW,CF14GPWW_234_17-J,-117.082115,46.781338,235,545.5,11,9.6,66.7,30,470, |  | 
2014,WW,CF14GPWW_235_18-J,-117.081697,46.78114,236,719,10.8,9,72.6,29.4,592.5, |  | 
2014,WW,CF14GPWW_236_19-J,-117.08124367,46.78126348,237,606,10.1,8.6,72,26.3,568, |  | 
2014,WW,CF14GPWW_237_20-J,-117.080861,46.781281,238,659.5,11.2,8.2,72.6,29.8,468,Starch outside limits |  | 
2014,WW,CF14GPWW_238_21-J,-117.08045495,46.78115338,239,496.5,9.9,8.3,72.5,25.9,368.5,Starch outside limits |  | 
2014,WW,CF14GPWW_239_22-J,-117.08011053,46.78144636,240,542.5,10.6,7.8,72.3,27.9,1254.5,Starch outside limits |  | 
2014,SW,CF14GPSWGrn_C1_241_23-J,-117.079607,46.781371,241,350.5,11.3,6.9,69.3,26.8,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_C2_242_24-J,-117.079189,46.781335,242,214.5,,,,,198.5, |  | 
2014,SB,GPHY14_SB_C3_243_25-J,-117.078771,46.781256,243,244.5,11.3,12.1,63.6,,, |  | 
2014,SB,GPHY14_SB_C3_244_26-J,-117.07838882,46.78129255,244,272.5,10.23,11.7,64.6,,, |  | 
2014,WW,CF14GPWW_244_27-J,-117.077935,46.781273,245,345.5,13.2,8.6,64.2,35.9,313.5, |  | 
2014,SW,CF14GPSWGrn_C5_246_28-J,-117.077517,46.78121,246,319.5,11.7,6.8,70.3,27.4,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C5_247_29-J,-117.077099,46.781374,247,386,10.8,6.9,70.3,23.8,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C6_248_30-J,-117.07669891,46.78116437,248,526.5,10,7,75.7,23,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,GB,GPHY14_GB_A1_249_9-K,-117.085864,46.781526,249,186,,,,,492.5,"MOUSE DAMAGE TO SAMPLE BAG, SO WEIGHED BAG SEPERATELY |  | "
2014,GB,GPHY14_GB_A2_250_10-K,-117.085446,46.781644,250,144.5,,,,,150.5, |  | 
2014,GB,GPHY14_GB_A3_251_11-K,-117.085028,46.781492,251,36.5,,,,,146.5,"MOUSE DAMAGE TO SAMPLE BAG, SO WEIGHED BAG SEPERATELY |  | "
2014,GB,GPHY14_GB_A4_252_12-K,-117.08457853,46.78155584,252,48.5,,,,,198,MOUSE DAMAGE TO SAMPLE |  | 
2014,GB,GPHY14_GB_A4_253_13-K,-117.084192,46.781534,253,159.5,,,,,207, |  | 
2014,SW,CF14GPSWGrn_A5_254_14-K,-117.083774,46.781597,254,622,10.2,7.1,71.1,23.4,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A6_255_15-K,-117.083356,46.781518,255,327,11,7,72.4,25.1,,MOISTURE OUTSIDE LIMITS |  | 
2014,WW,CF14GPWW_255_16-K,-117.082938,46.781587,256,812,9.9,9.1,73.5,26.4,509.5, |  | 
2014,WW,CF14GPWW_256_17-K,-117.08252,46.781624,257,467.5,9.5,9.1,73,24.9,306, |  | 
2014,WW,CF14GPWW_257_18-K,-117.082102,46.781426,258,597.5,10,9,72.9,26.1,497, |  | 
2014,WW,CF14GPWW_258_19-K,-117.081684,46.781565,259,568,9.5,8.8,65.8,25.3,520,Protein DM outside limit |  | 
2014,WW,CF14GPWW_259_20-K,-117.081266,46.781567,260,617.5,11,8.3,68.7,29,472, |  | 
2014,WW,CF14GPWW_260_21-K,-117.080848,46.781423,261,716,9.8,7.8,72.6,25.1,914.5, |  | 
2014,WW,CF14GPWW_261_22-K,-117.08043,46.781686,262,642.5,11.2,8.4,68,30.4,869, |  | 
2014,WW,CF14GPWW_262_23-K,-117.080012,46.781657,263,528,9.9,8.9,75.5,26.3,390,Starch outside limits |  | 
2014,SW,CF14GPSWGrn_C1_264_24-K,-117.079594,46.781621,264,383,7.4,7.4,72.7,23.9,, |  | 
2014,GB,GPHY14_GB_C2_265_25-K,-117.0791581,46.78153382,265,264,,,,,236, |  | 
2014,GB,GPHY14_GB_C2_266_26-K,-117.078758,46.781554,266,151.5,,,,,163, |  | 
2014,SB,GPHY14_SB_C3_267_27-K,-117.07834,46.781559,267,217.5,13.3,10.9,63.1,,, |  | 
2014,WW,CF14GPWW_267_28-K,-117.077922,46.781496,268,214.5,13.5,8.8,67.3,37,178, |  | 
2014,WW,CF14GPWW_268_29-K,-117.077504,46.78166,269,467,10.8,8.4,71.6,29.2,287, |  | 
2014,SW,CF14GPSWGrn_C5_270_30-K,-117.077086,46.781434,270,542,10.1,6.9,73.7,22.7,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_C6_271_31-K,-117.076668,46.781558,271,436.5,10,6.6,74.8,22,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED
2014,GB,GPHY14_GB_A1_272_9-L,-117.08559,46.781812,272,203.5,,,,,378, |  | 
2014,GB,GPHY14_GB_A2_273_10-L,-117.085172,46.78193,273,80,,,,,143, |  | 
2014,GB,GPHY14_GB_A3_274_11-L,-117.084754,46.781778,274,120.5,,,,,242.5, |  | 
2014,GB,GPHY14_GB_A3_275_12-L,-117.08435697,46.78187778,275,218,,,,,305.5, |  | 
2014,GB,GPHY14_GB_A4_276_13-L,-117.083918,46.78182,276,126,,,,,195.5, |  | 
2014,SW,CF14GPSWGrn_A5_277_14-L,-117.0835,46.781883,277,240.5,13.1,6.4,65.7,29.3,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A6_278_15-L,-117.083082,46.781804,278,493,10.8,7.3,74,25.2,, | STARCH OUTSIDE LIMITS | 
2014,WW,CF14GPWW_278_16-L,-117.08265008,46.78185937,279,515.5,9.6,9.2,73.8,25.2,349, |  | 
2014,WW,CF14GPWW_279_17-L,-117.082246,46.78191,280,708,9.1,9,72.3,24,462.5, |  | 
2014,WW,CF14GPWW_280_18-L,-117.08181228,46.78170481,281,660.5,10.8,8.1,71.7,28.1,947, |  | 
2014,WW,CF14GPWW_281_19-L,-117.08141,46.781851,282,621,9.7,8.3,70.7,24.6,374.5,Starch outside limits |  | 
2014,WW,CF14GPWW_282_20-L,-117.080992,46.781853,283,594.5,11.5,8.3,71.1,30.9,539, |  | 
2014,WW,CF14GPWW_283_21-L,-117.080574,46.781709,284,598.5,11.3,8.4,70.3,29.6,518, |  | 
2014,WW,CF14GPWW_284_22-L,-117.080156,46.781972,285,488,9.9,8.5,75.4,25.8,324,Starch outside limits |  | 
2014,WW,CF14GPWW_285_23-L,-117.079738,46.781943,286,606,10.2,8,73.9,27.1,432, |  | 
2014,SW,CF14GPSWGrn_C1_287_24-L,-117.07932,46.781907,287,410,10.4,6.7,72.9,23.8,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,GB,GPHY14_GB_C2_288_25-L,-117.07886619,46.78180208,288,235,,,,,241, |  | 
2014,GB,GPHY14_GB_C2_289_26-L,-117.078484,46.78184,289,163,,,,,181, |  | 
2014,SB,GPHY14_SB_C3_290_27-L,-117.078066,46.781845,290,154.5,10.5,12.2,63.2,,,small sample (test weight) |  | 
2014,WW,CF14GPWW_290_28-L,-117.077648,46.781782,291,311.5,14.7,7.8,63,40.1,251, |  | 
2014,WW,CF14GPWW_291_29-L,-117.07723,46.781946,292,239.5,9.9,8.6,73.6,26.9,168.5,Starch outside limits |  | 
2014,SW,CF14GPSWGrn_C5_293_30-L,-117.076812,46.78172,293,286,13.3,6.5,65.9,30.3,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_A1_297_9-M,-117.085536,46.782098,297,130.5,,,,,201.5, |  | 
2014,GB,GPHY14_GB_A1_298_10-M,-117.085118,46.782216,298,201,,,,,287, |  | 
2014,GB,GPHY14_GB_A2_299_11-M,-117.0847,46.782064,299,152.5,,,,,, |  | 
2014,GB,GPHY14_GB_A3_300_12-M,-117.084282,46.782153,300,186.5,,,,,337, |  | 
2014,GB,GPHY14_GB_A4_301_13-M,-117.083864,46.782106,301,146,,,,,, |  | 
2014,SW,CF14GPSWGrn_A5_302_14-M,-117.08343026,46.78215462,302,489,10.1,7.3,72.4,24,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_A6_303_15-M,-117.08301227,46.78207922,303,301,11.2,6.9,67.7,25,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrnA6_304_16-M,-117.08261,46.782159,304,246,9.7,7.4,76.2,23.7,, | STARCH OUTSIDE LIMITS | 
2014,WW,CF14GPWW_304_17-M,-117.082192,46.782196,305,520.5,10.7,8.9,71.4,28.1,355.5, |  | 
2014,WW,CF14GPWW_305_18-M,-117.081774,46.781998,306,546.5,10.3,9.1,72,27.1,543.5, |  | 
2014,WW,CF14GPWW_306_19-M,-117.081356,46.782137,307,467,10.6,9,73.2,28,457, |  | 
2014,WW,CF14GPWW_307_20-M,-117.080938,46.782139,308,455,10.6,8.1,72.2,27.3,611.5, |  | 
2014,WW,CF14GPWW_308_21-M,-117.08049902,46.78197702,309,343.5,9.7,9,68.3,25.7,689.5, |  | 
2014,WW,CF14GPWW_309_22-M,-117.080102,46.782258,310,686,10.1,7.9,72.3,26.3,1027.5,Starch outside limits |  | 
2014,WW,CF14GPWW_310_23-M,-117.079684,46.782229,311,433,10.4,8.1,72.6,27.1,437,Starch outside limits |  | 
2014,WW,CF14GPWW_311_24-M,-117.07930181,46.78221346,312,333,14,8.1,62.9,37.9,309.5, |  | 
2014,SW,CF14GPSWGrn_C1_313_25-M,-117.078848,46.782114,313,425.5,9,6.7,73,20.6,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_C2_314_26-M,-117.07843,46.782126,314,122,,,,,142.5, |  | 
2014,GB,GPHY14_GB_C2_315_27-M,-117.07804184,46.78214737,315,128.5,,,,,188.5, |  | 
2014,SB,GPHY14_SB_C3_316_28-M,-117.077594,46.782068,316,257,11.9,11.9,62.5,,, |  | 
2014,GB,GPHY14_GB_A1_323_10-N,-117.08513522,46.78249247,323,251,,,,,, |  | 
2014,GB,GPHY14_GB_A2_324_11-N,-117.084751,46.78235,324,88,,,,,165, |  | 
2014,GB,GPHY14_GB_A2_325_12-N,-117.084333,46.782439,325,109,,,,,231.5, |  | 
2014,GB,GPHY14_GB_A3_326_13-N,-117.083915,46.782392,326,143.5,,,,,257.5, |  | 
2014,GB,GPHY14_GB_A4_327_14-N,-117.083497,46.782455,327,180.5,,,,,362, |  | 
2014,SW,CF14GPSWGrn_A5_328_15-N,-117.083079,46.782376,328,496.5,10.4,7.7,72,23.8,, |  | 
2014,SW,CF14GPSWGrn_A6_329_16-N,-117.08264527,46.78243781,329,483,9.4,6.7,72.6,21.6,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_A6_330_17-N,-117.082243,46.782482,330,473.5,9.9,6.9,73.1,22.5,,MOISTURE OUTSIDE LIMITS |  | 
2014,WW,CF14GPWW_330_18-N,-117.081825,46.782284,331,512,9.4,8.9,73.7,23.7,448,Starch outside limits |  | 
2014,WW,CF14GPWW_331_19-N,-117.081407,46.782423,332,476.5,10,9.4,68.3,26.7,607, |  | 
2014,WW,CF14GPWW_332_20-N,-117.080989,46.782425,333,470.5,10.4,9,73.2,27.7,381, |  | 
2014,WW,CF14GPWW_333_21-N,-117.080571,46.782281,334,604,11.3,8.2,70.9,30,756, |  | 
2014,WW,CF14GPWW_334_22-N,-117.080153,46.782544,335,409.5,9.2,8.3,74.1,23.5,343,Starch outside limits |  | 
2014,WW,CF14GPWW_335_23-N,-117.079735,46.782515,336,547.5,10,8.8,74.2,26.6,561.5,Starch outside limits |  | 
2014,WW,CF14GPWW_336_24-N,-117.079317,46.782479,337,539.5,12.2,8.3,66,33.6,473, |  | 
2014,SW,CF14GPSWGrn_C1_338_25-N,-117.07889105,46.78239455,338,403,12,6.3,67.2,27.7,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_A1_348_11-0,-117.084617,46.782636,348,263.5,,,,,552, |  | 
2014,GB,GPHY14_GB_A2_349_12-O,-117.084199,46.782725,349,228,,,,,455, |  | 
2014,GB,GPHY14_GB_A3_350_13-O,-117.083781,46.782678,350,190,,,,,, |  | 
2014,GB,GPHY14_GB_A4_351_14-O,-117.083363,46.782741,351,66.5,,,,,242, |  | 
2014,SW,CF14GPSWGrn_A5_352_15-O,-117.08291879,46.78264763,352,508.5,10.6,7,72.1,25.6,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A5_353_16-O,-117.082527,46.782731,353,514.5,11,7.3,75,27.4,, | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_A6_354_17-O,-117.082109,46.782768,354,494,9.5,6.9,75.1,22.3,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,WW,CF14GPWW_354_18-O,-117.081691,46.78257,355,696.5,8.6,9.1,74.6,22.4,512, |  | 
2014,WW,CF14GPWW_355_19-O,-117.081273,46.782709,356,389,11.3,9.1,70.6,30.5,424.5, |  | 
2014,WW,CF14GPWW_356_20-O,-117.080855,46.782711,357,473.5,10.7,8.7,71.9,28.6,, |  | 
2014,WW,CF14GPWW_357_21-O,-117.08041408,46.78255608,358,388,10.2,8.7,67.1,26.8,372.5, |  | 
2014,WW,CF14GPWW_358_22-O,-117.080019,46.78283,359,374.5,13.1,8.3,65.7,36,333, |  | 
2014,WW,CF14GPWW_359_23-O,-117.079601,46.782801,360,352,13.3,8.2,68.2,36.2,371, |  | 
2014,GB,GPHY14_GB_A1_371_12-P,-117.08422983,46.78296597,371,111,,,,,177, |  | 
2014,GB,GPHY14_GB_A2_372_13-P,-117.083798,46.782964,372,216.5,,,,,244.5, |  | 
2014,GB,GPHY14_GB_A3_373_14-P,-117.08338,46.783027,373,170,,,,,297, |  | 
2014,GB,GPHY14_GB_A4_374_15-P,-117.082962,46.782948,374,121,,,,,289.5, |  | 
2014,SW,CF14GPSWGrn_A5_375_16-P,-117.08252827,46.78300622,375,513,10.3,6.3,67.3,24.3,, |  | 
2014,SW,CF14GPSWGrn_A5_376_17-P,-117.082126,46.783054,376,438.5,9.5,7,73.1,22.5,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,WW,CF14GPWW_376_18-P,-117.08165033,46.78282132,377,404,10.9,8.8,72.3,29,437.5, |  | 
2014,WW,CF14GPWW_377_19-P,-117.08129,46.782995,378,611.5,9.9,10.4,68.9,26.4,554.5, |  | 
2014,WW,CF14GPWW_378_20-P,-117.080872,46.782997,379,430,9,9.3,75.7,22.8,651,Starch outside limits |  | 
2014,WW,CF14GPWW_379_21-P,-117.080454,46.782853,380,450.5,10.7,8.7,71.3,28.6,402,Small piece of tape on bag |  | 
2014,WW,CF14GPWW_380_22-P,-117.080036,46.783116,381,362.5,12.2,9.2,70.7,32.9,423, |  | 
2014,GB,GPHY14_GB_A2_394_13-Q,-117.08390985,46.78312585,394,157,,,,,, |  | 
2014,GB,GPHY14_GB_A2_395_14-Q,-117.083498,46.783313,395,289,,,,,300, |  | 
2014,GB,GPHY14_GB_A3_396_15-Q,-117.08308,46.783234,396,166.5,,,,,247.5, |  | 
2014,GB,GPHY14_GB_A4_397_16-Q,-117.082662,46.783303,397,134.5,,,,,250, |  | 
2014,GB,GPHY14_GB_A4_398_17-Q,-117.08227546,46.78335797,398,148.5,,,,,251, |  | 
2014,SW,CF14GPSWGrn_A6_399_18-Q,-117.081826,46.783142,399,534,9.3,7.9,74.7,22.3,, | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_A6_400_19-Q,-117.081408,46.783281,400,402,8.1,6.8,71,20.2,,MOISTURE OUTSIDE LIMITS |  | 
2014,WW,CF14GPWW_400_20-Q,-117.08099,46.783283,401,518,9.2,9.5,70,24.1,550,Starch outside limits |  | 
2014,WW,CF14GPWW_401_21-Q,-117.080572,46.783139,402,522,11.9,8.6,69.6,31.6,842.5, |  | 
2014,GB,GPHY14_GB_A2_419_15-R,-117.08321056,46.7834571,419,164,,,,,216.5, |  | 
2014,GB,GPHY14_GB_A3_420_16-R,-117.08277087,46.78351532,420,206.5,,,,,, |  | 
2014,GB,GPHY14_GB_A4_421_17-R,-117.08236678,46.78355231,421,192.5,,,,,178, |  | 
2014,SW,CF14GPSWGrn_A5_422_18-R,-117.081933,46.783428,422,358.5,10.4,6.8,74.2,24.7,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_A6_423_19-R,-117.08148355,46.78355263,423,556.5,11.7,7.1,71.9,30,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A6_424_20-R,-117.081097,46.783569,424,419.5,13.2,7.1,66,34.5,, |  | 
2014,WW,CF14GPWW_424_21-R,-117.080679,46.783425,425,500.5,9.1,9.5,70,23.6,488,Starch outside limits |  | 
