HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,ResidueMassDryPerArea,Comments
2014,SW,CF14GPSWGrn_C8_93_28-D,-117.077781,46.779494,93,236.5,13.4,6.2,64.3,32.2,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C8_94_29-D,-117.077363,46.779658,94,202.5,12.2,6.6,69.2,27.3,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_A1_95_3-E,-117.08807304,46.77971682,95,112,,,,,118.5, |  | 
2014,GB,GPHY14_GB_A1_96_4-E,-117.087663,46.7797,96,138,,,,,223, |  | 
2014,GB,GPHY14_GB_A2_97_5-E,-117.087245,46.779873,97,80,,,,,112, |  | 
2014,GB,GPHY14_GB_A3_98_6-E,-117.086827,46.77985,98,135.5,,,,,218.5, |  | 
2014,GB,GPHY14_GB_A3_99_7-E,-117.086409,46.779935,99,132.5,,,,,196.5, |  | 
2014,GB,GPHY14_GB_A4_100_8-E,-117.085991,46.779905,100,107,,,,,, |  | 
2014,SW,CF14GPSWGrn_A5_101_9-E,-117.085573,46.77981,101,410,10.1,6.8,73.9,23.8,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,GP14GPSWGrn_A6_102_10-E,-117.085155,46.779928,102,408.5,9.4,6.9,75.6,22,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,WW,CF14GPWW_102_11-E,-117.084737,46.779776,103,409,11.3,8.9,67.3,30,554, |  | 
2014,WW,CF14GPWW_103_12-E,-117.08434522,46.77988297,104,406.5,10.2,8.7,66.3,26.2,470, |  | 
2014,WW,CF14GPWW_104_13-E,-117.083901,46.779818,105,446,12.2,9.2,67.1,33.1,408.5, |  | 
2014,WW,CF14GPWW_105_14-E,-117.083483,46.779881,106,292.5,10,9,66.3,25.2,509, |  | 
2014,WW,CF14GPWW_106_15-E,-117.083065,46.779802,107,430.5,10.7,8.8,69,28,426.5, |  | 
2014,WW,CF14GPWW_107_16-E,-117.082647,46.779871,108,435,10.3,8.6,73.5,27.5,445.5, |  | 
2014,WW,CF14GPWW_108_17-E,-117.08219348,46.77987977,109,748,10.8,8.1,73.6,29.1,540, |  | 
2014,SW,CF14GPSWGrn_C1_110_18-E,-117.08175331,46.77967045,110,283.5,11.6,5.9,71.9,24.6,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C1_111_19-E,-117.081393,46.779849,111,332,11.1,6.2,71,26,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,GB,GPHY14_GB_C2_112_20-E,-117.080975,46.779851,112,186.5,,,,,164.5, |  | 
2014,SB,GPHY14_SB_C3_113_21-E,-117.08053909,46.77969063,113,303,12.5,11.5,60.9,,, |  | 
2014,SB,GPHY14_SB_C3_114_22-E,-117.080139,46.77997,114,212,14.1,12.2,59.7,,, |  | 
2014,WW,CF14GPWW_114_23-E,-117.07970309,46.77992463,115,328,10.6,8.5,72.1,29,241, |  | 
2014,WW,CF14GPWW_115_24-E,-117.079303,46.779905,116,435.5,12.7,8,70.1,34.6,305, |  | 
2014,SW,CF14GPSWGrn_C5_117_25-E,-117.078885,46.779826,117,376.5,11.5,6.8,68.4,25.9,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C6_118_26-E,-117.078467,46.779838,118,265,9,7.4,76.8,20.8,, | STARCH OUTSIDE LIMITS | 
2014,SW,GP14GPSWGrn_C7_119_27-E,-117.07801916,46.77982663,119,415.5,12.1,6.8,69.4,26,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C7_120_28-E,-117.077631,46.77978,120,307.5,11.8,6.2,68.4,25.1,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C8_121_29-E,-117.077213,46.779944,121,103.5,15.2,5.7,61.9,37.3,,MOISTURE OUTSIDE LIMITS | SAMPLE TOO SMALL TO GIVE TEST WT | 
2014,GB,GPHY14_GB_A1_122_4-F,-117.087699,46.779986,122,244,,,,,, |  | 
2014,GB,GPHY14_GB_A1_123_5-F,-117.087281,46.780159,123,177.5,,,,,257.5, |  | 
2014,GB,GPHY14_GB_A2_124_6-F,-117.086863,46.780136,124,91,,,,,128.5, |  | 
2014,GB,GPHY14_GB_A3_125_7-F,-117.086445,46.780221,125,141,,,,,198.5, |  | 
2014,GB,GPHY14_GB_A4_126_8-F,-117.08601127,46.78018382,126,231,,,,,319, |  | 
2014,SW,CF14GPSWGrn_A5_127_9-F,-117.08559328,46.78008882,127,349.5,13.3,6.4,64.9,31.6,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A5_128_10-F,-117.085191,46.780214,128,288,12.9,7,64.2,30.5,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A6_129_11-F,-117.084773,46.780062,129,428,9.2,6.8,74.6,21.3,,MOISTURE OUTSIDE LIMITS |  | 
2014,WW,CF14GPWW_129_12-F,-117.084355,46.780151,130,483,11.6,8.8,71.3,31.1,565.5, |  | 
2014,WW,CF14GPWW_130_13-F,-117.083937,46.780104,131,612.5,11.9,8.8,69.5,32,951.5, |  | 
2014,WW,CF14GPWW_131_14-F,-117.083519,46.780167,132,514.5,11,9.1,72.1,29.7,410, |  | 
2014,WW,CF14GPWW_132_15-F,-117.083101,46.780088,133,539,11.4,8.5,67.4,29.9,573, |  | 
2014,WW,CF14GPWW_133_16-F,-117.082683,46.780157,134,337.5,12.4,8.9,69.4,33.2,236.5, |  | 
2014,WW,CF14GPWW_134_17-F,-117.082265,46.780194,135,572.5,10.7,7.8,70.3,28.7,756, |  | 
2014,WW,CF14GPWW_135_18-F,-117.081847,46.779996,136,620.5,9.3,8.7,74.8,23.8,412.5, |  | 
2014,WW,CF14GPWW_136_19-F,-117.08145287,46.78014727,137,554,9.4,8.4,74.2,24.2,437.5, |  | 
2014,SW,CF14GPSWGrn_C1_138_20-F,-117.081011,46.780137,138,273,12.1,6.7,70.3,29.3,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_C2_139_21-F,-117.080593,46.779993,139,144.5,,,,,174, |  | 
2014,GB,GPHY14_GB_C2_140_22-F,-117.080175,46.780256,140,100.5,,,,,113, |  | 
2014,SB,GPHY14_SB_C3_141_23-F,-117.079757,46.780226999999996,141,245,14.4,12.7,59.1,,, |  | 
2014,WW,CF14GPWW_141_24-F,-117.079339,46.780191,142,391,11.9,8.6,69.6,32.5,300.5, |  | 
2014,SW,CF14GPSWGrn_C5_143_25-F,-117.0789031,46.78010382,143,239,13.5,5.8,66.7,29.1,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C5_144_26-F,-117.078503,46.780124,144,244,8.1,7,75.5,16.9,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_C6_145_27-F,-117.078085,46.780129,145,269,11.1,6.8,70.9,23.9,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C7_146_28-F,-117.077667,46.780066,146,103.5,14.6,6,63.1,34.4,,MOISTURE OUTSIDE LIMITS | SAMPLE TOO SMALL TO GIVE TEST WT | ORIGINAL SAMPLE BAG RIPPED
2014,SW,CF14GPSWGrn_C7_147_29-F,-117.077249,46.78023,147,130.5,14.9,7.2,60.1,37.1,, |  | SAMPLE TOO SMALL FOR TEST WEIGHT
2014,SW,CF14GPSWGrn_C8_148_30-F,-117.076831,46.780004,148,408,10.9,7.3,72.4,27.8,, |  | 
2014,GB,GPHY14_GB_A1_149_6-G,-117.087103,46.780422,149,269,,,,,431, |  | 
2014,GB,GPHY14_GB_A2_150_7-G,-117.086685,46.780507,150,190,,,,,226, |  | 
2014,GB,GPHY14_GB_A3_151_8-G,-117.08622506,46.78045544,151,164,,,,,, |  | 
2014,GB,GPHY14_GB_A4_152_9-G,-117.08583327,46.78037122,152,111,,,,,211.5,MOUSE DAMAGE TO SAMPLE |  | 
2014,GB,GPHY14_GB_A4_153_10-G,-117.085431,46.7805,153,106,,,,,, |  | 
2014,SW,CF14GPSWGrn_A5_154_11-G,-117.085013,46.780348,154,519,11.4,6.7,70.2,25.5,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_A6_155_12-G,-117.084595,46.780437,155,311,10.7,6.4,72.8,23.4,,MOISTURE OUTSIDE LIMITS |  | 
2014,WW,CF14GPWW_155_13-G,-117.084177,46.78039,156,446,9.8,9.7,69.3,25.4,650, |  | 
2014,WW,CF14GPWW_156_14-G,-117.083759,46.780453,157,432.5,10.1,8.3,71.3,25.9,464, |  | 
2014,WW,CF14GPWW_157_15-G,-117.083341,46.780374,158,424,10.4,9.2,70.9,26.6,485.5, |  | 
2014,WW,CF14GPWW_158_16-G,-117.082923,46.780443,159,472.5,11.7,8.1,67,31.1,379, |  | 
2014,WW,CF14GPWW_159_17-G,-117.082505,46.78048,160,529,12.3,8.9,67.5,32.4,481.5, |  | 
2014,WW,CF14GPWW_160_18-G,-117.082087,46.780282,161,499.5,9.5,8.6,72.8,24.3,521, |  | 
2014,WW,CF14GPWW_161_19-G,-117.08164513,46.78040873,162,462.5,11.2,7.7,66.8,28.9,945.5, |  | 
2014,WW,CF14GPWW_162_20-G,-117.081251,46.780423,163,513.5,10.5,7.5,75,27.8,440.5,Starch outside limits |  | 
2014,SW,CF14GPSWGrn_C1_164_21-G,-117.080833,46.780279,164,261.5,13.8,7,63.5,32.5,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C1_165_22-G,-117.080415,46.780542,165,278.5,11.1,6.4,70.9,26.4,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_C2_166_23-G,-117.079997,46.780513,166,89,,,,,152, |  | 
2014,SB,GPHY14_SB_C3_167_24-G,-117.079579,46.780477,167,304,12.4,13.6,60.9,,, |  | 
2014,WW,CF14GPWW_167_25-G,-117.079161,46.780398,168,348.5,10.9,8.2,72,29.7,246.5, |  | 
2014,WW,CF14GPWW_168_26-G,-117.078743,46.78041,169,437.5,12.3,7.7,69.9,33.3,589.5, |  | 
2014,SW,CF14GPSWGrn_C5_170_27-G,-117.078325,46.780415,170,120.5,12.4,6.4,67.4,28.8,,MOISTURE OUTSIDE LIMITS |  | SAMPLE TOO SMALL FOR TEST WEIGHT
2014,,,-117.077907,46.780352,171,,,,,,,NA | NA | NA
2014,SW,CF14GPSWGrn_C6_172_29-G,-117.077489,46.780516,172,216.5,11.8,6.9,68.9,26.1,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C7_173_30-G,-117.077071,46.78029,173,235.5,11.4,6.7,70.9,28.6,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C8_174_31-G,-117.076653,46.780414,174,414,10.5,6.5,75.1,25,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,GB,GPHY14_GB_A1_175_6-H,-117.086879,46.780708,175,205,,,,,262.5, |  | 
2014,GB,GPHY14_GB_A1_176_7-H,-117.08647678,46.78080097,176,165.5,,,,,203, |  | 
2014,GB,GPHY14_GB_A2_177_8-H,-117.086043,46.780763,177,109.5,,,,,167, |  | 
2014,GB,GPHY14+GB_A3_178_9-H,-117.085625,46.780668,178,213.5,,,,,284, |  | 
2014,GB,GPHY14_GB_A4_179_10-H,-117.085207,46.780786,179,175.5,,,,,232.5, |  | 
2014,SW,CF14GPSWGrn_A5_180_11-H,-117.084789,46.780634,180,244,11.1,7.3,65.4,25.1,, |  | 
2014,SW,CF14GPSWGrn_A6_181_12-H,-117.084371,46.780723,181,289.5,11,6.5,69.9,25,,MOISTURE OUTSIDE LIMITS |  | 
2014,WW,CF14GPWW_181_13-H,-117.08392119,46.78065692,182,350,11,9.3,65.5,28.6,512, |  | 
2014,WW,CF14GPWW_182_14-H,-117.083535,46.780739,183,725,10.3,8.7,71.6,27,1006, |  | 
2014,WW,CF14GPWW_183_15-H,-117.083117,46.78066,184,613,9.1,8.8,73.1,22.7,508, |  | 
2014,WW,CF14GPWW_184_16-H,-117.082699,46.780729,185,728,10.7,8.3,70.9,28.2,1152, |  | 
2014,WW,CF14GPWW_185_17-H,-117.082281,46.780766,186,571.5,11.5,7.9,70.8,30.2,1153.5, |  | 
2014,WW,CF14GPWW_186_18-H,-117.081863,46.780568,187,323.5,11.3,9.3,62.3,31.5,351.5, |  | 
2014,WW,CF14GPWW_187_19-H,-117.081445,46.780707,188,413,11.1,8.3,70.6,29.8,374.5, |  | 
2014,WW,CF14GPWW_188_20-H,-117.081027,46.780709,189,672.5,10,8.2,75.2,26.4,427,Starch outside limits |  | 
2014,SW,CF14GPSWGrn_C1_190_21-H,-117.080609,46.780565,190,383,11.4,6.5,69.3,26,,MOISTURE OUTSIDE LIMITS |  | 
2014,SW,CF14GPSWGrn_C1_191_22-H,-117.080191,46.780828,191,335.5,11.3,6.4,71.6,26.7,,MOISTURE OUTSIDE LIMITS |  | 
2014,GB,GPHY14_GB_C2_192_23-H,-117.079773,46.780799,192,189,,,,,183, |  | 
2014,SB,GPHY14_SB_C3_193_24-H,-117.079355,46.780763,193,234,12,11.8,63.4,,, |  | 
2014,WW,CF14GPWW_193_25-H,-117.07891312,46.78066353,194,,,,,,, |  | 
2014,WW,CF14GPWW_194_26-H,-117.078519,46.780696,195,281.5,12.4,8.1,66.7,33.1,361, |  | 
2014,SW,CF14GPSWGrn_C5_196_27-H,-117.078101,46.780701,196,376,10.6,6.7,74.5,24.4,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_C6_197_28-H,-117.077683,46.780638,197,418,10.6,6.7,72.7,23.5,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,SW,CF14GPSWGrn_C6_198_29-H,-117.077265,46.780802,198,233.5,8.1,6.6,75.4,19.1,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | ORIGINAL SAMPLE BAG RIPPED
2014,SW,CF14GPSWGrn_C7_199_30-H,-117.076847,46.780576,199,489.5,10.4,6.6,74.9,24.4,,MOISTURE OUTSIDE LIMITS | STARCH OUTSIDE LIMITS | 
2014,GB,GPHY14_GB_A1_200_7-I,-117.0866262,46.7810531,200,105,,,,,166.5, |  | 
2014,GB,GPHY14_GB_A1_201_8-I,-117.086242,46.781049,201,92,,,,,154.5, |  | 
2014,GB,GPHY14_GB_A2_202_9-I,-117.085824,46.780954,202,80.5,,,,,88, |  | 
2014,GB,GPHY14_GB_A3_203_10-I,-117.085406,46.781072,203,105,,,,,195.5, |  | 
2014,GB,GPHY14_GB_A4_204_11-I,-117.084988,46.78092,204,140.5,,,,,186.5, |  | 
2014,SW,CF14GPSWGrn_A5_205_12-I,-117.08457,46.781009,205,641,10.4,7.6,72.5,25.4,, |  | 
2014,SW,CF14GPSWGrn_A6_206_13-I,-117.084152,46.780962,206,465.5,10.3,7.3,72.1,24.7,, |  | 
2014,SW,CF14GPSWGrn_A6_207_14-I,-117.08375497,46.78103938,207,431.5,10.7,7.5,72.7,25.2,, |  | 
2014,WW,CF14GPWW_207_15-I,-117.083316,46.780946,208,578.5,9.2,8.6,73,23.1,618, |  | 
2014,WW,CF14GPWW_208_16-I,-117.082898,46.781015,209,598,9.2,9,71.8,23.5,460,There is s small piece of tape on the bag; starch outside limit |  | 
