HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,GrainOilDM,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,ResidueMassDryPerArea,Comments
2016,SC,GPHY16_SC_B1_26_9-B_B,-117.085555999999,46.778952,26,270,,,,,,684.5,
2016,SC,GPHY16_SC_B2_27_10-B_B,-117.085117037999,46.779062819,27,192,,,,,,522,
2016,SC,GPHY16_SC_B3_28_11-B_B,-117.084719999999,46.778918,28,273,,,,,,526,
2016,SC,GPHY16_SC_B3_29_12-B_B,-117.084301999999,46.779007,29,213.5,,,,,,478,
2016,SC,GPHY16_SC_B4_30_13-A_B,-117.083883999999,46.77896,30,142,,,,,,440.5,
2016,SC,GPHY16_SC_B5_31_14-B_B,-117.08346599999901,46.779023,31,149.5,50,,3.8,,,483.5,",Moisture outside limits"
2016,SC,GPHY16_SC_B6_32_15-B_B,-117.083047999999,46.778944,32,146.5,,,,,,405,
2016,SC,GPHY16_SC_B6_33_16-B_B,-117.082629999999,46.779013,33,99,,,,,,,NO WEIGHT
2016,WW,GPHY16_WW_C1_34_17-B_G,-117.082211999999,46.77905,34,296.9160104986876,,,,,,,
2016,WW,GPHY16_WW_C2_35_18-B_B,-117.08179399999899,46.778852,35,515.501968503937,,,,,,713.1725721784777,
2016,WW,GPHY16_WW_C2_36_19-B_G,-117.081405840999,46.779007365,36,476.54199475065616,,,,,,,
2016,WW,GPHY16_WW_C3_37_20-B_G,-117.080957999999,46.778993,37,314.96062992125985,,,,,,,
2016,WW,GPHY16_WW_C4_38_21-B_G,-117.080539999999,46.778849,38,427.3293963254593,,,,,,,
2016,WW,GPHY16_WW_C4_39_22-B_G,-117.08012199999899,46.779112,39,240.32152230971127,,,,,,,
2016,WW,GPHY16_WW_C5_40_23-B_G,-117.079703999999,46.779083,40,260.41666666666663,,,,,,,
2016,WW,GPHY16_WW_C6_41_24-B_G,-117.079285999999,46.779047,41,476.54199475065616,,,,,,,
2016,SC,GPHY16_SC_A1_42_2-C_B,-117.08870618799899,46.77911338,42,159.5,,,,,,603,
2016,SC,GPHY16_SC_A1_43_3-C_B,-117.08831799999901,46.779153,43,162,,,,,,695,
2016,SC,GPHY16_SC_A2_44_4-C_B,-117.087899999999,46.779128,44,132,,,,,,362,
2016,SC,GPHY16_SC_A3_45_5-C_B,-117.08746351299899,46.779288328,45,99.5,,,,,,342,
2016,SC,GPHY16_SC_A3_46_6-C_B,-117.087063999999,46.779278,46,179.5,,,,,,482,
2016,SC,GPHY16_SC_A4_47_7-C_B,-117.08664599999901,46.779363,47,207.5,,,,,,634.5,
2016,SC,GPHY16_SC_A5_48_8-C_B,-117.086227999999,46.779333,48,250.5,,,,,,611.5,
2016,SC,GPHY16_SC_A6_49_9-C_B,-117.085809999999,46.779238,49,146.5,,,,,,516.5,
2016,SC,GPHY16_SC_B1_50_10-C_B,-117.08533552799901,46.779321227,50,300.5,,,,,,860,
2016,SC,GPHY16_SC_B2_51_11-C_B,-117.084963512999,46.779196811,51,253.5,,,,,,574,
2016,SC,GPHY16_SC_B2_52_12-C_B,-117.084555999999,46.779293,52,169.5,,,,,,676,
2016,SC,GPHY16_SC_B3_53_13-C_B,-117.084137999999,46.779246,53,251,,,,,,616,
2016,SC,GPHY16_SC_B4_54_14-C_B,-117.083719999999,46.779309,54,325,,,,,,707,
2016,SC,GPHY16_SC_B5_55_15-C_B,-117.08330199999899,46.77923,55,163.5,,,,,,606.5,
2016,SC,GPHY16_SC_B5_56_16-C_B,-117.082901907999,46.779311277,56,208,,,,,,602.5,
2016,SC,GPHY16_SC_B6_57_17-C_B,-117.082465999999,46.779336,57,141,,,,,,503,
2016,WW,GPHY16_WW_C1_58_18-C_G,-117.08204799999901,46.779138,58,578.2480314960629,,,,,,,
2016,WW,GPHY16_WW_C2_59_19-C_G,-117.08160014699899,46.779252442,59,492.94619422572174,,,,,,,
2016,WW,GPHY16_WW_C2_60_20-C_G,-117.081211999999,46.779279,60,593.8320209973753,,,,,,,
2016,WW,GPHY16_WW_C3_61_21-C_G,-117.080793999999,46.779135,61,248.11351706036743,,,,,,,
2016,WW,GPHY16_WW_C3_62_22-C_G,-117.080399882999,46.779418466,62,639.763779527559,,,,,,,
2016,WW,GPHY16_WW_C4_63_23-C_G,-117.079957999999,46.779369,63,485.56430446194224,,,,,,,
2016,WW,GPHY16_WW_C5_64_24-C_G,-117.079539999999,46.779333,64,482.69356955380573,,,,,,,
2016,WW,GPHY16_WW_C6_65_25-C_G,-117.079121999999,46.779254,65,575.7874015748031,,,,,,,
2016,WW,GPHY16_WW_C6_66_26-C_G,-117.078733845999,46.779286462,66,662.7296587926509,,,,,,,
2016,WW,GPHY16_WW_C7_67_27-C_G,-117.078285999999,46.779271,67,392.0603674540682,,,,,,,
2016,SC,GPHY16_SC_A1_68_3-D_B,-117.088230999999,46.779439000000004,68,229,,,,,,608,
2016,SC,GPHY16_SC_A2_69_4-D_B,-117.087812999999,46.779414,69,136,,,,,,639.5,
2016,SC,GPHY16_SC_A2_70_5-D_B,-117.08739499999901,46.779587,70,168,,,,,,513,
2016,SC,GPHY16_SC_A3_71_6-D_B,-117.086976999999,46.779564,71,81.5,,,,,,,"NO WEIGHT,Threshed before biomass weighed"
2016,SC,GPHY16_SC_A4_72_7-D_B,-117.086558999999,46.779649,72,123.5,,,,,,747.5,
2016,SC,GPHY16_SC_A4_73_8-D_B,-117.08617245599901,46.779636967,73,216,,,,,,588.5,
2016,SC,GPHY16_SC_A6_74_9-D_B,-117.085691549999,46.779509631,74,268,,,,,,678,
2016,SC,GPHY16_SC_A6_75_10-D_B,-117.085304999999,46.779642,75,338.5,,,,,,950.5,
2016,SC,GPHY16_SC_B1_76_11-D_B,-117.084886999999,46.77949,76,285,,,,,,732.5,
2016,SC,GPHY16_SC_B2_77_12-D_B,-117.084468999999,46.779579,77,165,,,,,,493,
2016,SC,GPHY16_SC_B3_78_13-D_B,-117.08405099999899,46.779532,78,265,,,,,,760,
2016,SC,GPHY16_SC_B3_79_14-D_B,-117.083632999999,46.779595,79,210,,,,,,568.5,
2016,SC,GPHY16_SC_B4_80_15-D_B,-117.083214999999,46.779516,80,293.5,,,,,,779,
2016,SC,GPHY16_SC_B5_81_16-D_B,-117.082796999999,46.779585,81,182.5,,,,,,681.5,
2016,SC,GPHY16_SC_B6_82_17-D_B,-117.08237899999899,46.779622,82,267,,,,,,1114.5,
2016,WW,GPHY16_WW_C1_83_18-D_G,-117.081960999999,46.779424,83,436.3517060367454,,,,,,,
2016,WW,GPHY16_WW_C1_84_19-D_G,-117.081542999999,46.779563,84,627.4606299212599,,,,,,,
2016,WW,GPHY16_WW_C2_85_20-D_B,-117.08112499999901,46.779565,85,537.2375328083989,,,,,,545.029527559055,
2016,WW,GPHY16_WW_C3_86_21-D_G,-117.08070699999899,46.779421,86,412.56561679790025,,,,,,,
2016,WW,GPHY16_WW_C3_87_22-D_G,-117.080288999999,46.779684,87,289.53412073490813,,,,,,,
2016,WW,GPHY16_WW_C4_88_23-D_G,-117.079870999999,46.779655,88,578.6581364829397,,,,,,,
2016,WW,GPHY16_WW_C5_89_24-D_G,-117.07944701899901,46.779606714,89,605.3149606299212,,,,,,,
2016,WW,GPHY16_WW_C5_90_25-D_G,-117.079034999999,46.77954,90,504.4291338582677,,,,,,,
2016,WW,GPHY16_WW_C6_91_26-D_G,-117.078616999999,46.779552,91,426.91929133858264,,,,,,,
2016,WW,GPHY16_WW_C7_92_27-D_G,-117.078198999999,46.779557,92,620.0787401574803,,,,,,,
2016,WW,GPHY16_WW_C8_93_28-D_G,-117.07778099999901,46.779494,93,540.1082677165354,,,,,,,
2016,WW,GPHY16_WW_C8_94_29-D_G,-117.077362999999,46.779658,94,550.3608923884514,,,,,,,
2016,SC,GPHY16_SC_A1_95_3-E_B,-117.088073042999,46.77971682,95,133,,,,,,509.5,
2016,SC,GPHY16_SC_A1_96_4-E_B,-117.087662999999,46.7797,96,107,,,,,,334.5,
2016,SC,GPHY16_SC_A2_97_5-E_B,-117.087244999999,46.779873,97,145,,,,,,537,
2016,SC,GPHY16_SC_A3_98_6-E_B,-117.086826999999,46.77985,98,213,,,,,,603.5,
2016,SC,GPHY16_SC_A3_99_7-E_B,-117.08640899999899,46.779935,99,216,,,,,,649,
