HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,GrainOilDM,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,ResidueMassDryPerArea,Comments
2015,SC,GPHY15_SC_B2_105_13-E,-117.083900999999,46.779818,105,107.5,,,,,,322,",NIR ERROR CODE 64 (030E) 2X,empty residue bag"
2015,SC,GPHY15_SC_B3_106_14-E,-117.083482999999,46.779881,106,153.5,44.4,,6.8,,,342,",empty residue bag"
2015,WW,GPHY15_WW_B4_107_15-E,-117.083064999999,46.779802,107,294.04527559055117,,11.7,4.3,69.3,21.6,,",moisture"
2015,SB,GPHY15_SB_B5_108_16-E,-117.082646999999,46.779871,108,378.11679790026244,,13,10.9,62.6,,,
2015,GB,GPHY15_GB_B6_109_17-E,-117.082193475999,46.779879765,109,200.9514435695538,,,,,,177.16535433070865,
2015,GB,GPHY15_GB_C1_110_18-E,-117.081753308999,46.77967045,110,110.31824146981627,,,,,,93.09383202099737,
2015,GB,GPHY15_GB_C1_111_19-E,-117.081392999999,46.779849,111,106.62729658792651,,,,,,100.88582677165354,
2015,SC,GPHY15_SC_C2_112_20-E,-117.080974999999,46.779851,112,153.5,43.2,,7.7,,,336,",empty residue bag"
2015,SW,GPHY15_SW_C3_113_21-E,-117.080539085999,46.779690626,113,196.0301837270341,,14.2,10.6,66.6,37.1,,
2015,SW,GPHY15_SW_C3_114_22-E,-117.080138999999,46.77997,114,103.75656167979002,,15.5,13,62.9,38.7,236.63057742782152,",sample too small"
2015,GB,GPHY15_GB_C4_115_23-E,-117.079703085999,46.779924626,115,109.08792650918635,,,,,,123.44160104986877,
2015,GB,GPHY15_GB_C4_116_24-E,-117.079302999999,46.779905,116,144.76706036745406,,,,,,134.51443569553805,
2015,GB,GPHY15_GB_C5_117_25-E,-117.078884999999,46.779826,117,230.06889763779526,,,,,,200.13123359580052,
2015,GB,GPHY15_GB_C6_118_26-E,-117.078466999999,46.779838,118,119.750656167979,,,,,,104.16666666666666,
2015,GB,GPHY15_GB_C7_119_27-E,-117.078019159999,46.779826634,119,206.69291338582676,,,,,,180.03608923884514,
2015,GB,GPHY15_GB_C7_120_28-E,-117.077630999999,46.77978,120,148.04790026246718,,,,,,146.40748031496062,
2015,GB,GPHY15_GB_C8_121_29-E,-117.077212999999,46.779944,121,61.9258530183727,,,,,,76.27952755905511,
2015,WW,GPHY15_WW_A1_122_4-F,-117.087698999999,46.779986,122,341.20734908136484,,14.5,8.7,68.3,38,641.8143044619422,
2015,WW,GPHY15_WW_A1_123_5-F,-117.087280999999,46.780159,123,402.31299212598424,,11.4,4.9,72.5,24.3,,",moisture"
2015,WW,GPHY15_WW_A2_124_6-F,-117.086862999999,46.780136,124,380.16732283464563,,12.6,4.5,69.7,25.1,,",moisture"
2015,WW,GPHY15_WW_A3_125_7-F,-117.086444999999,46.780221,125,448.244750656168,,10.6,5,68.9,22.6,,",moisture"
2015,WW,GPHY15_WW_A4_126_8-F,-117.086011274999,46.780183815,126,478.1824146981627,,12.1,5.1,69,25,,",moisture"
2015,WW,GPHY15_WW_A5_127_9-F,-117.085593274999,46.780088815,127,637.3031496062991,,11.4,5.2,69,23.6,,",moisture"
2015,WW,GPHY15_WW_A5_128_10-F,-117.085190999999,46.780214,128,384.26837270341207,,11.9,4.3,68.6,22.5,,",moisture"
2015,WW,GPHY15_WW_A6_129_11-F,-117.084772999999,46.780062,129,445.78412073490813,,12.5,4.4,68.6,23.5,,",moisture"
2015,SC,GPHY15_SC_B1_130_12-F,-117.084354999999,46.780151,130,124.5,,,,,,354,",NIR ERROR CODE 64 (030E) 2X,empty residue bag"
2015,SC,GPHY15_SC_B2_131_13-F,-117.083936999999,46.780104,131,228,46.4,,6.7,,,467,",empty residue bag"
2015,SC,GPHY15_SC_B2_132_14-F,-117.083518999999,46.780167,132,200,49.3,,6.6,,,426,",empty residue bag"
2015,SC,GPHY15_SC_B3_133_15-F,-117.083100999999,46.780088,133,187.5,44.8,,7.2,,,454.5,",empty residue bag"
2015,WW,GPHY15_WW_B4_134_16-F,-117.082682999999,46.780157,134,381.39763779527556,,14.7,14,63.3,35.9,878.8549868766404,
2015,SB,GPHY15_SB_B5_135_17-F,-117.082264999999,46.780194,135,348.58923884514434,,13,10.8,62.6,,,
2015,GB,GPHY15_GB_B6_136_18-F,-117.081846999999,46.779996,136,210.38385826771653,,,,,,173.47440944881888,
2015,GB,GPHY15_GB_B6_137_19-F,-117.081452871999,46.780147273,137,143.53674540682414,,,,,,109.90813648293963,
2015,GB,GPHY15_GB_C1_138_20-F,-117.081010999999,46.780137,138,193.15944881889763,,,,,,181.26640419947506,
2015,SC,GPHY15_SC_C2_139_21-F,-117.080592999999,46.779993,139,85,,,,,,207,",nir error code 64 (030e) 2x"
2015,SC,GPHY15_SC_C2_140_22-f,-117.080174999999,46.780256,140,139.5,,,,,,307.5,",NIR ERROR DSP 8192,RAN 3X,empty residue bag"
2015,SW,GPHY15_SW_C3_141_23-F,-117.079756999999,46.780226999999996,141,116.46981627296587,,13.5,11.2,66.1,35.3,,
2015,GB,GPHY15_GB_C4_142_24-F,-117.079338999999,46.780191,142,121.39107611548556,,,,,,106.21719160104986,
2015,GB,GPHY15_GB_C5_143_25-F,-117.078903097999,46.780103819,143,117.29002624671915,,,,,,102.5262467191601,
2015,GB,GPHY15_GB_C5_144_26-F,-117.078502999999,46.780124,144,115.64960629921259,,,,,,136.9750656167979,
2015,GB,GPHY15_GB_C6_145_27-F,-117.078084999999,46.780129,145,92.68372703412074,,,,,,127.13254593175853,
2015,GB,GPHY15_GB_C7_146_28-F,-117.077666999999,46.780066,146,108.26771653543307,,,,,,109.49803149606299,
2015,GB,GPHY15_GB_C7_147_29-F,-117.077248999999,46.78023,147,80.79068241469815,,,,,,93.09383202099737,
2015,GB,GPHY15_GB_C8_148_30-F,-117.076830999999,46.780004,148,282.9724409448819,,,,,,221.4566929133858,
2015,WW,GPHY15_WW_A1_149_6-G,-117.087102999999,46.780422,149,479.8228346456693,,12.9,5.2,69.2,28.6,,",moisture"
2015,WW,GPHY15_WW_A2_150_7-G,-117.086684999999,46.780507,150,336.69619422572174,,11,4.4,70.1,22.1,,",moisture"
2015,WW,GPHY15_WW_A3_151_8-G,-117.086225061999,46.780455442,151,552.4114173228346,,10.9,11.3,70.5,28.1,718.9140419947506,
2015,WW,GPHY15_WW_A4_152_9-G,-117.085833268999,46.780371217,152,440.04265091863516,,11.7,4.9,68.8,23.3,,",moisture"
2015,WW,GPHY15_WW_A4_153_10-G,-117.085430999999,46.7805,153,490.89566929133855,,11.9,13.2,67.9,29.5,744.3405511811023,
2015,WW,GPHY15_WW_A5_154_11-G,-117.085012999999,46.780348,154,431.4304461942257,,11.2,4.4,68.8,21.2,,",moisture"
2015,WW,GPHY15_WW_A6_155_12-G,-117.084594999999,46.780437,155,258.36614173228344,,15.8,4.1,65.9,36.4,,",moisture"
2015,SC,GPHY15_SC_B1_156_13-G,-117.084176999999,46.78039,156,143,48.4,,7.8,,,296.5,",empty residue bag"
2015,SC,GPHY15_SC_B1_157_14-G,-117.083758999999,46.780453,157,75.5,,,,,,333.5,",nir ERROR 512 (O3Od) ran 2X"
2015,SC,GPHY15_SC_B2_158_15-G,-117.083340999999,46.780374,158,135,,,,,,450.5,",ERROR :SAMPLE IN CELL. CLEANED PER INSTRUCTIONS 2X. RAN 3X"
2015,SC,GPHY15_SC_B3_159_16-G,-117.082922999999,46.780443,159,179,45.5,,6.5,,,480,
2015,WW,GPHY15_WW_B4_160_17-G,-117.082504999999,46.78048,160,313.32020997375326,,12.9,5.1,67.5,25.9,,",moisture"
2015,SB,GPHY15_SB_B5_161_18-G,-117.082086999999,46.780282,161,482.2834645669291,,12.1,10,62.7,,,
2015,GB,GPHY15_GB_B6_162_19-G,-117.081645127999,46.780408727,162,222.68700787401573,,,,,,178.39566929133858,
2015,GB,GPHY15_GB_B6_163_20-G,-117.081250999999,46.780423,163,152.96916010498686,,,,,,125.9022309711286,
2015,GB,GPHY15_GB_C1_164_21-G,-117.080832999999,46.780279,164,91.04330708661416,,,,,,125.9022309711286,
2015,GB,GPHY15_GB_C1_165_22-G,-117.080414999999,46.780542,165,120.16076115485563,,,,,,104.98687664041994,
2015,SC,GPHY15_SC_C2_166_23-G,-117.079996999999,46.780513,166,173,42.6,,7.2,,,473,
2015,SW,GPHY15_SW_C3_167_24-G,-117.079578999999,46.780477,167,124.67191601049868,,15.1,12.5,62.8,37.7,267.7985564304462,",sample too small"
2015,GB,GPHY15_GB_C4_168_25-G,-117.079160999999,46.780398,168,90.22309711286088,,,,,,80.38057742782152,
2015,GB,GPHY15_GB_C4_169_26-G,-117.078742999999,46.78041,169,152.55905511811022,,,,,,57.824803149606296,
2015,GB,GPHY15_GB_C5_170_27-G,-117.078324999999,46.780415,170,107.03740157480314,,,,,,107.44750656167979,
2015,GB,GPHY15_GB_C6_171_28-G,-117.077906999999,46.780352,171,74.63910761154855,,,,,,78.74015748031496,
2015,GB,GPHY15_GB_C6_172_29-G,-117.077488999999,46.780516,172,97.60498687664041,,,,,,88.58267716535433,
2015,GB,GPHY15_GB_C7_173_30-G,-117.077070999999,46.78029,173,85.71194225721784,,,,,,91.86351706036744,
2015,GB,GPHY15_GB_C8_174_31-G,-117.076652999999,46.780414,174,191.10892388451444,,,,,,171.83398950131232,
2015,WW,GPHY15_WW_A1_175_6-H,-117.086878999999,46.780708,175,446.19422572178473,,11.8,5,68.7,24,,",moisture"
2015,WW,GPHY15_WW_A1_176_7-H,-117.086476778999,46.780800969,176,567.9954068241469,,11.3,4.3,69.5,21.5,,",moisture"
2015,WW,GPHY15_WW_A2_177_8-H,-117.086042999999,46.780763,177,412.1555118110236,,10.5,4.7,68.9,21.1,,",moisture"
2015,WW,GPHY15_WW_A3_178_9-H,-117.085624999999,46.780668,178,519.6030183727033,,11,5,68.9,21.4,,",moisture"
2015,WW,GPHY15_WW_A4_179_10-H,-117.085206999999,46.780786,179,648.7860892388451,,9.9,5.5,69.9,21.1,,",moisture"
2015,WW,GPHY15_WW_A5_180_11-H,-117.084788999999,46.780634,180,322.752624671916,,14.1,13.5,65.2,34,750.9022309711286,
2015,WW,GPHY15_WW_B4_181_12-H,-117.084370999999,46.780723,181,336.69619422572174,,12.9,4.7,68.2,26.3,,",moisture"
2015,SC,GPHY15_SC_B1_182_13-H,-117.083921192999,46.780656922,182,,,,,,,,"empty biomass bag,empty biomass bag"
2015,SC,GPHY15_SC_B1_183_14-H,-117.083534999999,46.780739,183,182.5,46.5,,7,,,408,",empty residue bag"
2015,SC,GPHY15_SC_B2_184_15-H,-117.083116999999,46.78066,184,238,49.4,,6.6,,,424,",empty residue bag"
2015,SC,GPHY15_SC_B3_185_16-H,-117.082698999999,46.780729,185,171,43.4,,7.4,,,455.5,",empty residue bag"
2015,WW,GPHY15_WW_B4_186_17-H,-117.082280999999,46.780766,186,353.92060367454064,,13.9,5,67.5,33.6,,",moisture"
2015,SB,GPHY15_SB_B5_187_18-H,-117.081862999999,46.780568,187,95.14435695538057,,15.7,11.3,59.4,,,",sample small"
2015,SB,GPHY15_SB_B5_188_19-H,-117.081444999999,46.780707,188,255.08530183727032,,15.3,8.2,61.3,,293.6351706036745,"Paper document originally said ""Bag Wt 272g"", I think this should be the 259g Bag. It might have been  tared with the paper bag(s) inside"
2015,GB,GPHY15_GB_B6_189_20-H,-117.081026999999,46.780709,189,208.74343832020998,,,,,,175.5249343832021,
2015,GB,GPHY15_GB_C1_190_21-H,-117.080608999999,46.780565,190,168.14304461942257,,,,,,162.4015748031496,
2015,GB,GPHY15_GB_C1_191_22-H,-117.080190999999,46.780828,191,139.8458005249344,,,,,,134.10433070866142,
2015,SC,GPHY15_SC_C2_192_23-H,-117.079772999999,46.780799,192,110,,,,,,267,",NIR ERROR DSP 8192,RAN 3X"
2015,SW,GPHY15_SW_C3_193_24-H,-117.079354999999,46.780763,193,202.1817585301837,,13.8,13.2,64.8,34.1,348.58923884514434,
2015,GB,GPHY15_GB_C4_194_25-H,-117.078913116999,46.780663534,194,72.998687664042,,,,,,67.25721784776903,
2015,GB,GPHY15_GB_C4_195_26-H,-117.078518999999,46.780696,195,118.93044619422571,,,,,,107.85761154855642,
2015,GB,GPHY15_GB_C5_196_27-H,-117.078100999999,46.780701,196,210.38385826771653,,,,,,162.81167979002623,
2015,GB,GPHY15_GB_C6_197_28-H,-117.077682999999,46.780638,197,95.14435695538057,,,,,,83.251312335958,
2015,GB,GPHY15_GB_C6_198_29-H,-117.077264999999,46.780802,198,120.57086614173228,,,,,,90.22309711286088,
2015,GB,GPHY15_GB_C7_199_30-H,-117.076846999999,46.780576,199,272.7198162729659,,,,,,219.40616797900262,
2015,WW,GPHY15_WW_A1_200_7-I,-117.086626194999,46.781053103,200,533.9566929133858,,13.6,4.2,68.4,27.3,,",moisture"
2015,WW,GPHY15_WW_A1_201_8-I,-117.086241999999,46.781049,201,299.78674540682414,,14.6,4.3,67.6,32.8,,",moisture"
2015,WW,GPHY15_WW_A2_202_9-I,-117.085823999999,46.780954,202,485.97440944881885,,10,5.1,72.8,21.1,,",moisture"
2015,WW,GPHY15_WW_A3_203_10-I,-117.085405999999,46.781072,203,236.63057742782152,,12.7,3.7,68.4,22.9,,",moisture"
2015,WW,GPHY15_WW_A4_204_11-I,-117.084987999999,46.78092,204,417.0767716535433,,11.6,4.5,68.7,22,,",moisture"
2015,WW,GPHY15_WW_A5_205_12-I,-117.084569999999,46.781009,205,350.6397637795275,,11.6,5.4,70.4,25.7,,",moisture"
2015,WW,GPHY15_WW_A6_206_13-I,-117.084151999999,46.780962,206,429.79002624671915,,10.3,5.7,69.7,22,,",moisture"
2015,WW,GPHY15_WW_A6_207_14-I,-117.083754973999,46.781039378,207,544.6194225721785,,10.7,5,71.1,21.9,,",moisture"
