HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,Comments
2012,SW,GPHY12_SW_B1_26_9-B,-117.085556,46.778952,26,,9.8,8.9,74,26.2,""
2012,SW,GPHY12_SW_B2_27_10-B,-117.08511704,46.77906282,27,,,,,,""
2012,SW,GPHY12_SW_B3_28_11-B,-117.08472,46.778918,28,,10.3,9.2,71.7,27.8,""
2012,SW,GPHY12_SW_B3_29_12-B,-117.084302,46.779007,29,,8.6,9.1,75.4,22.2,""
2012,WW,GPHY12_WW_B4_30_13-B,-117.083884,46.77896,30,,10.2,8.8,74.6,26.9, | Sample note: mice
2012,SB,GPHY12_SB_B5_31_14-B,-117.083466,46.779023,31,,11,8.9,66.4,,""
2012,SL,GPHY12_SL_B6_32_15-B,-117.083048,46.778944,32,,,,,,""
2012,SL,GPHY12_SL_B6_33_16-B,-117.08263,46.779013,33,113.23851203501094,,,,,""
2012,SL,GPHY12_SL_C1_34_17-B,-117.082212,46.77905,34,203.50109409190372,,,,,""
2012,SW,GPHY12_SW_C2_35_18-B,-117.081794,46.778852,35,,10.6,9,72.3,28.7,""
2012,SW,GPHY12_SW_C2_36_19-B,-117.08140584,46.77900737,36,,9,10,73.4,23.8,""
2012,SW,GPHY12_SW_C3_37_20-B,-117.080958,46.778993,37,,9.5,9.4,73,25.5,""
2012,SL,GPHY12_SL_C4_38_21-B,-117.08054,46.778849,38,172.86652078774617,,,,,""
2012,SL,GPHY12_SL_C4_39_22-B,-117.080122,46.779112,39,118.7089715536105,,,,,""
2012,SL,GPHY12_SL_C5_40_23-B,-117.079704,46.779083,40,113.23851203501094,,,,,""
2012,SL,GPHY12_SL_C6_41_24-B,-117.079286,46.779047,41,241.2472647702407,,,,,""
2012,WW,GPHY12_WW_A1_42_2-C,-117.08870619,46.77911338,42,,,,,,""
2012,WW,GPHY12_WW_A1_43_3-C,-117.088318,46.779153,43,,10.6,8.4,75.2,27.9,""
2012,WW,GPHY12_WW_A2_44_4-C,-117.0879,46.779128,44,,11.4,8,74.4,30.1,""
2012,WW,GPHY12_WW_A3_45_5-C,-117.08746351,46.77928833,45,,11.2,9.5,72.2,30.3, | Sample note: mice
2012,WW,GPHY12_WW_A3_46_6-C,-117.087064,46.779278,46,,10.4,8.1,75.7,27.3, | Sample note: mice
2012,WW,GPHY12_WW_A4_47_7-C,-117.086646,46.779363,47,,,,,,""
2012,WW,GPHY12_WW_A5_48_8-C,-117.086228,46.779333,48,,10.8,7.7,76.1,27.8, | Sample note: mice
2012,WW,GPHY12_WW_A6_49_9-C,-117.08581,46.779238,49,,10,8.3,76.5,25.9,""
2012,SW,GPHY12_SW_B1_50_10-C,-117.08533553,46.77932123,50,,10.1,9.2,72.9,27.7,""
2012,SW,GPHY12_SW_B2_51_11-C,-117.08496351,46.77919681,51,,9.4,8.9,74.2,25.1,""
2012,SW,GPHY12_SW_B2_52_12-C,-117.084556,46.779293,52,,10.4,9.2,72.3,28.2,""
2012,SW,GPHY12_SW_B3_53_13-C,-117.084138,46.779246,53,,9.8,9.2,73.2,26.3,""
2012,WW,GPHY12_WW_B4_54_14-C,-117.08372,46.779309,54,,10.5,8.4,75.5,27.3,""
2012,SB,GPHY12_SB_B5_55_15-C,-117.083302,46.77923,55,,11.5,9.2,67.1,,""
2012,SB,GPHY12_SB_B5_56_16-C,-117.08290191,46.77931128,56,,10.3,9.3,67.6,,""
2012,SL,GPHY12_SL_B6_57_17-C,-117.082466,46.779336,57,215.53610503282275,,,,,""
2012,SL,GPHY12_SL_C1_58_18-C,-117.082048,46.779138,58,186.54266958424506,,,,,""
2012,SW,GPHY12_SW_C2_59_19-C,-117.08160015,46.77925244,59,,9.8,9.3,73,27,""
2012,SW,GPHY12_SW_C2_60_20-C,-117.081212,46.779279,60,,9.7,8.6,74.5,25,""
2012,SW,GPHY12_SW_C3_61_21-C,-117.080794,46.779135,61,,,,,,""
2012,SW,GPHY12_SW_C3_62_22-C,-117.08039988,46.77941847,62,,8.7,9.4,74.3,23.2,""
2012,SL,GPHY12_SL_C4_63_23-C,-117.079958,46.779369,63,241.79431072210065,,,,,""
2012,SL,GPHY12_SL_C5_64_24-C,-117.07954,46.779333,64,234.13566739606125,,,,,""
2012,SL,GPHY12_SL_C6_65_25-C,-117.079122,46.779254,65,314.0043763676149,,,,,""
2012,SL,GPHY12_SL_C6_66_26-C,-117.07873385,46.77928646,66,324.398249452954,,,,,""
2012,SL,GPHY12_SL_C7_67_27-C,-117.078286,46.779271,67,191.46608315098467,,,,,""
2012,WW,GPHY12_WW_A1_68_3-D,-117.088231,46.779439000000004,68,,10.1,8,76.4,25.2,""
2012,WW,GPHY12_WW_A2_69_4-D,-117.087813,46.779414,69,,10.6,8.6,74.7,28.5, | Sample note: mice
2012,WW,GPHY12_WW_A2_70_5-D,-117.087395,46.779587,70,,9.3,8.6,76.6,23.1,""
2012,WW,GPHY12_WW_A3_71_6-D,-117.086977,46.779564,71,,10.8,7.9,75.9,28.8,""
2012,WW,GPHY12_WW_A4_72_7-D,-117.086559,46.779649,72,,10.5,8.1,75.6,27.1,""
2012,WW,GPHY12_WW_A4_73_8-D,-117.08617246,46.77963697,73,,11.5,8.1,74.6,30.7, | Sample note: mice
2012,WW,GPHY12_WW_A6_74_9-D,-117.08569155,46.77950963,74,,10.5,8.6,75.3,27.8,""
2012,WW,GPHY12_WW_A6_75_10-D,-117.085305,46.779642,75,,10.8,9.1,73.9,28.7,""
2012,SW,GPHY12_SW_B1_76_11-D,-117.084887,46.77949,76,,,,,,""
2012,SW,GPHY12_SW_B2_77_12-D,-117.084469,46.779579,77,,9.8,9,73.4,25.8,""
2012,SW,GPHY12_SW_B3_78_13-D,-117.084051,46.779532,78,,8.7,9.6,74.8,22.6,""
2012,SW,GPHY12_SW_B3_79_14-D,-117.083633,46.779595,79,,9.5,9.3,73.9,25.6,""
2012,WW,GPHY12_WW_B4_80_15-D,-117.083215,46.779516,80,,9.9,8.2,76.5,24.8,""
2012,SB,GPHY12_SB_B5_81_16-D,-117.082797,46.779585,81,,9,9.3,68.8,,""
2012,SL,GPHY12_SL_B6_82_17-D,-117.082379,46.779622,82,261.4879649890591,,,,,""
2012,SL,GPHY12_SL_C1_83_18-D,-117.081961,46.779424,83,170.13129102844638,,,,,""
2012,SL,GPHY12_SL_C1_84_19-D,-117.081543,46.779563,84,236.87089715536104,,,,,""
2012,SW,GPHY12_SW_C2_85_20-D,-117.081125,46.779565,85,,,,,,""
2012,SW,GPHY12_SW_C3_86_21-D,-117.080707,46.779421,86,,9.5,9.7,72.7,25.8,""
2012,SW,GPHY12_SW_C3_87_22-D,-117.080289,46.779684,87,,9.1,9.4,73.8,24.5,""
2012,SL,GPHY12_SL_C4_88_23-D,-117.079871,46.779655,88,189.27789934354485,,,,,""
2012,SL,GPHY12_SL_C5_89_24-D,-117.07944702,46.77960671,89,217.17724288840262,,,,,""
2012,SL,GPHY12_SL_C5_90_25-D,-117.079035,46.77954,90,211.1597374179431,,,,,""
2012,SL,GPHY12_SL_C6_91_26-D,-117.078617,46.779552,91,222.10065645514223,,,,,""
2012,SL,GPHY12_SL_C7_92_27-D,-117.078199,46.779557,92,337.527352297593,,,,,""
2012,SL,GPHY12_SL_C8_93_28-D,-117.077781,46.779494,93,188.7308533916849,,,,,""
2012,SL,GPHY12_SL_C8_94_29-D,-117.077363,46.779658,94,128.00875273522976,,,,,""
2012,WW,GPHY12_WW_A1_95_3-E,-117.08807304,46.77971682,95,,,,,,""
2012,WW,GPHY12_WW_A1_96_4-E,-117.087663,46.7797,96,,9.3,8.2,77,22.4,""
2012,WW,GPHY12_WW_A2_97_5-E,-117.087245,46.779873,97,,10.7,8.3,74.4,28.4,""
2012,WW,GPHY12_WW_A3_98_6-E,-117.086827,46.77985,98,,9.6,8.1,77.2,23.9,""
2012,WW,GPHY12_WW_A3_99_7-E,-117.086409,46.779935,99,,10.6,8.2,76.2,27.7,""
2012,WW,GPHY12_WW_A4_100_8-E,-117.085991,46.779905,100,,10.9,8.4,75.3,29.3,""
2012,WW,GPHY12_WW_A5_101_9-E,-117.085573,46.77981,101,,9.9,8.2,76.1,25.3, | Sample note: mice
2012,WW,GPHY12_WW_A6_102_10-E,-117.085155,46.779928,102,,8.2,8.1,78.9,19.7,""
2012,SW,GPHY12_SW_B1_103_11-E,-117.084737,46.779776,103,,9.8,11.5,68.9,27.1, | Sample note: mice
2012,SW,GPHY12_SW_B1_104_12-E,-117.08434522,46.77988297,104,,10.1,9.2,72.2,27.1,""
2012,SW,GPHY12_SW_B2_105_13-E,-117.083901,46.779818,105,,,,,,""
2012,SW,GPHY12_SW_B3_106_14-E,-117.083483,46.779881,106,,11.4,9.3,70.6,31.3,""
2012,WW,GPHY12_WW_B4_107_15-E,-117.083065,46.779802,107,,8.4,8.8,77.5,20.3,TestWeight note: not enough sample
2012,SB,GPHY12_SB_B5_108_16-E,-117.082647,46.779871,108,,9.3,9.3,68,,""
2012,SL,GPHY12_SL_B6_109_17-E,-117.08219348,46.77987977,109,257.11159737417944,,,,,""
2012,SL,GPHY12_SL_C1_110_18-E,-117.08175331,46.77967045,110,233.5886214442013,,,,,""
2012,SL,GPHY12_SL_C1_111_19-E,-117.081393,46.779849,111,150.43763676148797,,,,,""
2012,SW,GPHY12_SW_C2_112_20-E,-117.080975,46.779851,112,,10.1,9,73.2,27.7,""
2012,SW,GPHY12_SW_C3_113_21-E,-117.08053909,46.77969063,113,,9.7,9,73.9,26.1,""
2012,SW,GPHY12_SW_C3_114_22-E,-117.080139,46.77997,114,,9.5,9,74.3,25.2,""
2012,SL,GPHY12_SL_C4_115_23-E,-117.07970309,46.77992463,115,158.09628008752733,,,,,""
2012,SL,GPHY12_SL_C4_116_24-E,-117.079303,46.779905,116,186.54266958424506,,,,,""
2012,SL,GPHY12_SL_C5_117_25-E,-117.078885,46.779826,117,262.582056892779,,,,,""
2012,SL,GPHY12_SL_C6_118_26-E,-117.078467,46.779838,118,226.47702407002188,,,,,""
2012,SL,GPHY12_SL_C7_119_27-E,-117.07801916,46.77982663,119,229.75929978118162,,,,,""
2012,SL,GPHY12_SL_C7_120_28-E,-117.077631,46.77978,120,222.10065645514223,,,,,""
2012,SL,GPHY12_SL_C8_121_29-E,-117.077213,46.779944,121,110.50328227571116,,,,,""
2012,WW,GPHY12_WW_A1_122_4-F,-117.087699,46.779986,122,,10.3,8.5,75.1,26.4,""
2012,WW,GPHY12_WW_A1_123_5-F,-117.087281,46.780159,123,,10.9,8.2,75.1,28.1,""
2012,WW,GPHY12_WW_A2_124_6-F,-117.086863,46.780136,124,,11.3,8.2,74.7,30.4,""
2012,WW,GPHY12_WW_A3_125_7-F,-117.086445,46.780221,125,,10.4,8.5,75.5,27.2,""
2012,WW,GPHY12_WW_A4_126_8-F,-117.08601127,46.78018382,126,,10.8,8,75.9,28.1,""
2012,WW,GPHY12_WW_A5_127_9-F,-117.08559328,46.78008882,127,,11.5,8.2,73.7,30.6,""
2012,WW,GPHY12_WW_A5_128_10-F,-117.085191,46.780214,128,,,,,,""
2012,WW,GPHY12_WW_A6_129_11-F,-117.084773,46.780062,129,,9.6,8.1,77.3,23.9,""
2012,SW,GPHY12_SW_B1_130_12-F,-117.084355,46.780151,130,,8.5,9.1,74.4,21.5,""
2012,SW,GPHY12_SW_B2_131_13-F,-117.083937,46.780104,131,,8.5,9.5,74.2,21.4,""
2012,SW,GPHY12_SW_B2_132_14-F,-117.083519,46.780167,132,,9.3,9.4,74.1,24.1,""
2012,SW,GPHY12_SW_B3_133_15-F,-117.083101,46.780088,133,,9.9,9.7,73.9,26.9,""
2012,WW,GPHY12_WW_B4_134_16-F,-117.082683,46.780157,134,,9.5,8.6,76.7,23,""
2012,SB,GPHY12_SB_B5_135_17-F,-117.082265,46.780194,135,,10.2,9.3,67.2,,""
2012,SL,GPHY12_SL_B6_136_18-F,-117.081847,46.779996,136,242.3413566739606,,,,,""
2012,SL,GPHY12_SL_B6_137_19-F,-117.08145287,46.78014727,137,240.15317286652078,,,,,""
2012,SL,GPHY12_SL_C1_138_20-F,-117.081011,46.780137,138,261.4879649890591,,,,,""
2012,SW,GPHY12_SW_C2_139_21-F,-117.080593,46.779993,139,,10.7,11.4,67.8,29.5, | Sample note: mice
2012,SW,GPHY12_SW_C2_140_22-F,-117.080175,46.780256,140,,10.8,9,72.2,29.5,""
2012,SW,GPHY12_SW_C3_141_23-F,-117.079757,46.780226999999996,141,,11.5,8.6,71.4,31.1,""
2012,SL,GPHY12_SL_C4_142_24-F,-117.079339,46.780191,142,160.28446389496716,,,,,""
2012,SL,GPHY12_SL_C5_143_25-F,-117.0789031,46.78010382,143,166.3019693654267,,,,,""
2012,SL,GPHY12_SL_C5_144_26-F,-117.078503,46.780124,144,157.00218818380745,,,,,""
2012,SL,GPHY12_SL_C6_145_27-F,-117.078085,46.780129,145,169.03719912472647,,,,,""
2012,SL,GPHY12_SL_C7_146_28-F,-117.077667,46.780066,146,142.77899343544857,,,,,""
2012,SL,GPHY12_SL_C7_147_29-F,-117.077249,46.78023,147,105.03282275711159,,,,,""
2012,SL,GPHY12_SL_C8_148_30-F,-117.076831,46.780004,148,223.19474835886214,,,,,""
2012,WW,GPHY12_WW_A1_149_6-G,-117.087103,46.780422,149,,13.1,8.4,71.2,35.7,""
2012,WW,GPHY12_WW_A2_150_7-G,-117.086685,46.780507,150,,9.9,10,73.6,26.2, | Sample note: mice
2012,WW,GPHY12_WW_A3_151_8-G,-117.08622506,46.78045544,151,,10.6,8.7,74.8,28,""
2012,WW,GPHY12_WW_A4_152_9-G,-117.08583327,46.78037122,152,,11,7.9,75,28.4,""
2012,WW,GPHY12_WW_A4_153_10-G,-117.085431,46.7805,153,,11.3,8.9,73.9,30.3,""
2012,WW,GPHY12_WW_A5_154_11-G,-117.085013,46.780348,154,,,,,,""
2012,WW,GPHY12_WW_A6_155_12-G,-117.084595,46.780437,155,,7.8,8.2,77.9,18.7,""
2012,SW,GPHY12_SW_B1_156_13-G,-117.084177,46.78039,156,,8.8,9.4,74.4,22.4,""
2012,SW,GPHY12_SW_B1_157_14-G,-117.083759,46.780453,157,,,,,,""
2012,SW,GPHY12_SW_B2_158_15-G,-117.083341,46.780374,158,,10.6,9.4,70.9,28.4,TestWeight note: not enough sample
2012,SW,GPHY12_SW_B3_159_16-G,-117.082923,46.780443,159,,,,,,""
2012,WW,GPHY12_WW_B4_160_17-G,-117.082505,46.78048,160,,9.2,10.3,74.3,23.7, | Sample note: mice
2012,SB,GPHY12_SB_B5_161_18-G,-117.082087,46.780282,161,,9.7,9.5,65.9,,""
2012,SL,GPHY12_SL_B6_162_19-G,-117.08164513,46.78040873,162,242.88840262582056,,,,,""
2012,SL,GPHY12_SL_B6_163_20-G,-117.081251,46.780423,163,216.0831509846827,,,,,""
2012,SL,GPHY12_SL_C1_164_21-G,-117.080833,46.780279,164,219.36542669584244,,,,,""
